"","Gender","Grade_of_Student","E_Cig_Ever_used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"15342","1","8th","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","0",NA,NA,NA,NA,"Yes","Yes",NA,NA,NA
"15343","2","8th","Yes","2","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","No",NA,NA,NA
"15344","1","8th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"Yes","Yes","No","Yes",NA,NA,"Disagree","Never","Most of the time"
"15345","1","8th","No",NA,NA,"Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15346","1","8th","Yes","30","Today",NA,NA,NA,"No",NA,"No","Yes","No","No","No","No",NA,NA,NA
"15347","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","I do not use the internet","Always"
"15348","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never",NA
"15349","2","8th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Agree","I do not use the internet","Rarely"
"15350","1","8th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No",NA,NA,NA,NA,NA,NA
"15351","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Disagree","Rarely","Never"
"15352","1","8th","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","0",NA,NA,NA,"No",NA,NA,NA,NA,NA
"15353","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Disagree","Always","Never"
"15354","1","8th","No",NA,NA,"Yes","Yes","No","No",NA,"Yes","No","No","No",NA,NA,NA,NA,NA
"15355","F","7th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15356","F","7th","Yes","20","Last 7 Days",NA,NA,NA,"No",NA,"No","No","No","No","No",NA,"Agree","Rarely","Never"
"15357","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"15358","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"15359","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes",NA
"15360","F","7th","Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"Yes",NA,NA,"Agree","Most of the time","Sometimes"
"15361","F","7th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"Yes","No","No","Not Sure",NA,NA,NA,"Always","Sometimes"
"15362","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"15363","F","7th","Yes","5","Last Month",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","Yes","Agree","Sometimes","Never"
"15364","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"15365","F","7th","Yes","0","Last Year",NA,NA,NA,"No",NA,"Yes","No","No","Yes",NA,NA,"Disagree","Rarely","Most of the time"
"15366","F","7th","No",NA,NA,"No","Yes","No","No",NA,"No","No","No","Not Sure",NA,NA,"Disagree","Most of the time","Always"
"15367","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15368","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Most of the time","Sometimes"
"15369","F","7th","Yes","10","Today",NA,NA,NA,"No",NA,"Yes","No","No","Yes","No","No","Agree","Never","Never"
"15370","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Sometimes"
"15371","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"15372","F","7th","Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"15373","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"15374","1","8th","Yes","0","5 Years Ago",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Strongly Agree","Most of the time","Most of the time"
"15375","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Rarely"
"15376","2","8th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Never"
"15377","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely",NA
"15378","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"15379","2","8th","Yes","30","Last 7 Days",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","No","Agree","Rarely","Rarely"
"15380","1","8th","No",NA,NA,"No","No","No","Yes","0",NA,NA,NA,"Yes",NA,NA,"Strongly Disagree","Rarely","Rarely"
"15381","2","8th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15382","2","8th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"Yes","No","No","No",NA,NA,"Strongly Agree","Rarely","Never"
"15383","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Sometimes"
"15384","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"15385","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Most of the time","Most of the time"
"15386","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"15387","2","8th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Never"
"15388","2","8th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Strongly Agree","Never","Rarely"
"15389","2","8th","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Agree","Rarely","Never"
"15390","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15391","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15392","2","9th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Rarely"
"15393","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"15394","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15395","1","9th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"Yes","No","No","Yes",NA,NA,"Agree","Most of the time","Never"
"15396","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"15397","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15398","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"15399","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Never"
"15400","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Never"
"15401","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"15402","2","9th","Yes","12","Last Month",NA,NA,NA,"No",NA,"No","No","No","No","No","Yes","Disagree","Never","Never"
"15403","2","9th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Rarely"
"15404","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"15405","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"15406","1","9th","Yes","9","Last 7 Days",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","No","Disagree","Rarely","Rarely"
"15407","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"15408","2","9th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","No",NA,NA,"Disagree","Never","Never"
"15409","1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15410","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15411","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"15412","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"15413","2","9th","Yes","28","Today",NA,NA,NA,"Yes","30",NA,NA,NA,"Yes","Yes","No","Agree","Rarely","Never"
"15414","2","9th","No",NA,NA,"Yes","No","Yes","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Sometimes"
"15415","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"15416","2","10th","Yes","0","Last 6 Months",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Strongly Disagree","Never","Rarely"
"15417","1","9th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"15418","1","9th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Most of the time"
"15419","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Never"
"15420","1","9th","Yes","15","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"No","No","No","Disagree","Never","Most of the time"
"15421","1","10th","No",NA,NA,"Yes","Yes","Yes","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"15422","1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"15423","1","9th","No",NA,NA,"Yes","No","No","Yes","0",NA,NA,NA,"Yes",NA,NA,"Disagree","Rarely","Never"
"15424","2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Sometimes"
"15425","1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"15426","1","10th","Yes","2","Last 7 Days",NA,NA,NA,"Yes","30",NA,NA,NA,"Yes","No","Yes","Disagree","Rarely","Most of the time"
"15427","2","10th","Yes","30","Today",NA,NA,NA,"Yes","30",NA,NA,NA,"Yes","Yes","No","Strongly Agree","Most of the time","Always"
"15428","2","10th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"15429","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15430","1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15431","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15432","1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"15433","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Never"
"15434","1","10th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Never"
"15435","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"15436","2","10th","Yes","0","Last Year",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Most of the time","Never"
"15437","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Most of the time","Most of the time"
"15438","2","10th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"15439","1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Most of the time","Most of the time"
"15440","1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Disagree","Rarely","Rarely"
"15441","1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"15442","1","10th","No",NA,NA,"No","No","No","Yes","0",NA,NA,NA,"No",NA,NA,"Agree","Never","Never"
"15443","2","11th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Disagree","Rarely","Sometimes"
"15444","1","10th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15445","2","Unplaced","No",NA,NA,"No","No","No","No",NA,"No",NA,"No","No",NA,NA,"Strongly Agree","Sometimes","I do not use the internet"
"15446","2","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Never","Rarely"
"15447","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Most of the time","Sometimes"
"15448","2","10th","Yes","0","Last Year",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Agree","Never","Never"
"15449","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"15450","2","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"15451","2","11th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Most of the time","Sometimes"
"15452","1","10th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,NA,"Never",NA
"15453","1","10th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15454","2","11th","No",NA,NA,"Yes","No","No","Yes","0",NA,NA,NA,"Yes",NA,NA,"Agree","Rarely","Rarely"
"15455","1","11th","Yes","2","Last 7 Days",NA,NA,NA,"No",NA,"Yes","No","No","Yes","No","Yes","Agree","Sometimes","Always"
"15456","2","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"15457","2","11th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"Yes","No","No","Yes",NA,NA,"Agree","Sometimes","Never"
"15458","1","11th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"15459","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes","No","No","Strongly Disagree","Most of the time","Sometimes"
"15460","1","11th","Yes","1","Last Month",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No",NA,"Agree","Never",NA
"15461","2","11th","Yes","30","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","Yes","No","Strongly Agree","Sometimes","Never"
"15462","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Never"
"15463","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Rarely","Rarely"
"15464","1","11th","Yes","30","Today",NA,NA,NA,"No",NA,"No","No","No","Yes","No",NA,"Agree","Sometimes","Rarely"
"15465","2","11th","Yes","20","Today",NA,NA,NA,"No",NA,"No","No","No","Yes","Yes","Yes","Agree","Rarely","Never"
"15466","2","11th","No",NA,NA,"No","No","No","Yes","0",NA,NA,NA,"Not Sure",NA,NA,"Agree","Rarely","Rarely"
"15467","2","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Rarely"
"15468","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes","No","No","Strongly Agree","Rarely","Rarely"
"15469","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"15470","1","11th","Yes","28","Today",NA,NA,NA,"Yes","0",NA,NA,NA,NA,"Yes",NA,NA,NA,NA
"15471","1","11th","No",NA,NA,"Yes","Yes","Yes","Yes","15",NA,NA,NA,"Yes","Yes","Yes","Agree","Rarely","I do not use the internet"
"15472","1","11th","Yes","30","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","No","Disagree","Sometimes",NA
"15473","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Disagree","Always","I do not use the internet"
"15474","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"15475","2","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"15476","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15477","2","11th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Agree","Never","Never"
"15478","1","11th","No",NA,NA,"Yes","Yes","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Never"
"15479","2","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"15480","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"15481","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"15482","1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","I do not use the internet"
"15483","1","12th","Yes","0","Last 6 Months",NA,NA,NA,"Yes","0",NA,NA,NA,"No",NA,NA,"Agree","Never","Never"
"15484","2","12th","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15485","2","12th","No",NA,NA,"Yes","No","Yes","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"15486","1","12th","Yes","30","Today",NA,NA,NA,"Yes","1",NA,NA,NA,"Yes","No","Yes","Agree","Never","I do not use the internet"
"15487","1","12th","No",NA,NA,"Yes","Yes","Yes","No",NA,"Yes","No","No",NA,NA,NA,NA,NA,NA
"15488","2","12th","No",NA,NA,"Yes","Yes","No","Yes","1",NA,NA,NA,"Yes",NA,"No","Disagree","Rarely","Sometimes"
"15489","1","12th","Yes",NA,NA,NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,NA,"Never","Never"
"15490","1","12th","Yes","30","Today",NA,NA,NA,"Yes","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15491","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Most of the time","Rarely"
"15492","2","12th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Never"
"15493","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15494","1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Disagree","Sometimes","Rarely"
"15495","1","12th","Yes","0","Last Year",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"15496","2","12th","Yes","30","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","Yes","Yes","Agree","Rarely","Sometimes"
"15497","1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"15498","2","12th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"15499","1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"15500","1","12th","No",NA,NA,"No","No","Yes","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Sometimes"
"15501","2","12th","Yes","0","Last Year",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"15502","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15503","2","12th","Yes","20","Today",NA,NA,NA,"Yes","1",NA,NA,NA,"No","Yes","Yes","Agree","Sometimes","Rarely"
"15504","1","12th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"15505","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Never"
"15506","2","12th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15507","2","12th","Yes","30","Today",NA,NA,NA,"No",NA,"No","No","No","Yes","Yes","Yes","Disagree","Rarely","Never"
"15508","2","12th","Yes","1","Last Month",NA,NA,NA,"Yes","0",NA,NA,NA,"No","Yes","Yes","Strongly Agree","Never","Never"
"15509","1","12th","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"15510","2","12th","Yes","30","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"No","Yes","Yes","Strongly Disagree","Rarely","Rarely"
"15511","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Never"
"15512","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Sometimes","Never"
"15513","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"15514","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"15515","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"15516","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"15517","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Rarely"
"15518","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"15519","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"15520","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Rarely"
"15521","M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"15522","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"15523","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Rarely"
"15524","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Rarely"
"15525","M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Disagree","Always","Rarely"
"15526","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Never"
"15527","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"15528","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","Never","Never"
"15529","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No",NA,"Not Sure",NA,NA,NA,"Never","Never"
"15530","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"15531","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Rarely"
"15532","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15533","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Disagree",NA,"I do not use the internet"
"15534","M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"15535","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Never"
"15536","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"15537","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"15538","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No",NA,"Not Sure",NA,NA,NA,NA,NA
"15539","M","6th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"15540","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Sometimes","Never"
"15541","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Most of the time"
"15542","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Most of the time","Most of the time"
"15543","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"15544","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"15545","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"15546","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"15547","F","7th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","No",NA,NA,"Agree","Never","Rarely"
"15548","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Never"
"15549","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Never","Never"
"15550","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Rarely"
