"","Year","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"6242",2022,1,4,2,NA,NA,2,3,3,2,NA,3,3,3,1,NA,NA,2,3,2
"6243",2022,1,4,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,1,4,3
"6244",2022,2,4,1,0,6,NA,NA,NA,2,NA,2,4,4,1,NA,NA,2,4,4
"6245",2022,1,4,1,0,6,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,1,3,2
"6246",2022,1,4,1,7,2,NA,NA,NA,1,0,NA,NA,NA,3,2,1,1,2,4
"6247",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,3
"6248",2022,1,5,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,2,4,4
"6249",2022,2,5,1,30,3,NA,NA,NA,1,0,NA,NA,NA,3,2,2,3,1,1
"6250",2022,1,5,1,0,6,NA,NA,NA,2,NA,4,4,4,1,NA,NA,1,3,2
"6251",2022,1,5,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,2,4,3
"6252",2022,2,5,1,0,5,NA,NA,NA,2,NA,1,4,4,2,NA,NA,4,5,6
"6253",2022,1,5,2,NA,NA,2,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"6254",2022,1,5,1,30,2,NA,NA,NA,1,0,NA,NA,NA,1,1,1,2,2,2
"6255",2022,2,5,1,30,2,NA,NA,NA,1,0,NA,NA,NA,1,2,5,3,5,1
"6256",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,5,6
"6257",2022,2,5,1,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6258",2022,1,5,1,0,5,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,2,3,4
"6259",2022,2,6,1,0,6,NA,NA,NA,1,0,NA,NA,NA,3,NA,NA,2,4,4
"6260",2022,2,5,1,20,2,NA,NA,NA,2,NA,2,2,2,1,1,4,4,4,4
"6261",2022,1,5,1,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6262",2022,1,5,1,0,6,NA,NA,NA,2,NA,2,3,3,1,NA,NA,2,4,4
"6263",2022,2,5,1,0,4,NA,NA,NA,2,NA,2,3,3,1,NA,NA,3,3,2
"6264",2022,2,5,1,0,4,NA,NA,NA,2,NA,2,4,4,1,NA,NA,2,4,4
"6265",2022,1,6,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,2,3,2
"6266",2022,2,5,2,NA,NA,3,3,3,2,NA,3,3,3,2,NA,NA,4,6,5
"6267",2022,1,5,2,NA,NA,1,2,3,1,0,NA,NA,NA,2,NA,NA,1,2,1
"6268",2022,1,5,1,0,4,NA,NA,NA,2,NA,4,4,4,2,NA,NA,1,4,1
"6269",2022,2,5,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,2,4,4
"6270",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"6271",2022,1,6,1,0,6,NA,NA,NA,2,NA,4,4,4,1,NA,NA,3,3,NA
"6272",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,2,2
"6273",2022,1,6,1,30,1,NA,NA,NA,2,NA,3,3,4,3,1,3,4,1,NA
"6274",2022,2,6,1,0,4,NA,NA,NA,2,NA,2,3,3,1,NA,NA,2,5,4
"6275",2022,2,6,1,0,6,NA,NA,NA,2,NA,3,4,4,1,NA,NA,2,3,3
"6276",2022,1,6,1,5,2,NA,NA,NA,1,0,NA,NA,NA,1,2,5,2,2,2
"6277",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,3,3
"6278",2022,1,8,1,1,2,NA,NA,NA,1,7,NA,NA,NA,3,2,1,3,4,4
"6279",2022,1,6,1,0,5,NA,NA,NA,1,0,NA,NA,NA,2,NA,NA,2,3,5
"6280",2022,2,6,1,3,1,NA,NA,NA,1,1,NA,NA,NA,1,1,3,2,3,3
"6281",2022,2,6,1,0,4,NA,NA,NA,2,NA,4,4,4,1,NA,NA,3,3,2
"6282",2022,2,6,1,2,3,NA,NA,NA,2,NA,4,4,4,1,2,1,1,3,4
"6283",2022,1,6,1,0,6,NA,NA,NA,2,NA,2,3,3,1,NA,NA,2,3,3
"6284",2022,2,6,1,15,2,NA,NA,NA,1,0,NA,NA,NA,1,2,5,2,4,3
"6285",2022,1,6,1,0,7,NA,NA,NA,2,NA,4,4,4,3,NA,NA,4,3,3
"6286",2022,2,7,1,30,1,NA,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6287",2022,1,6,2,NA,NA,2,3,4,2,NA,4,4,4,1,NA,NA,2,4,4
"6288",2022,2,6,1,0,6,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,2,3,2
"6289",2022,1,6,2,NA,NA,2,3,3,2,NA,3,3,3,NA,2,4,NA,3,NA
"6290",2022,2,6,2,NA,NA,4,3,4,2,NA,4,4,4,NA,NA,NA,NA,NA,NA
"6291",2022,1,6,1,3,3,NA,NA,NA,2,NA,4,4,4,1,2,NA,1,5,4
"6292",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6293",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,1,1
"6294",2022,1,6,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,4,4,1,1
"6295",2022,1,6,1,12,1,NA,NA,NA,2,NA,4,2,2,2,2,5,NA,NA,NA
"6296",2022,1,6,1,0,6,NA,NA,NA,2,NA,4,4,4,2,NA,NA,2,3,2
"6297",2022,1,6,1,15,1,NA,NA,NA,2,NA,4,4,4,2,2,1,1,3,2
"6298",2022,2,6,2,NA,NA,2,2,2,2,NA,3,4,4,1,NA,NA,2,5,4
"6299",2022,1,6,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,2,3,2
"6300",2022,2,6,1,30,1,NA,NA,NA,1,0,NA,NA,NA,1,2,4,1,3,2
"6301",2022,1,6,2,NA,NA,4,4,4,1,0,NA,NA,NA,1,NA,NA,2,1,4
"6302",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6303",2022,2,6,1,20,1,NA,NA,NA,2,NA,4,4,4,1,2,1,1,3,4
"6304",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,2,2
"6305",2022,1,4,2,NA,NA,2,1,1,2,NA,4,3,3,3,NA,NA,4,5,5
"6306",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,6,6
"6307",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,3,2
"6308",2022,1,4,1,0,5,NA,NA,NA,2,NA,4,4,4,2,NA,NA,4,3,6
"6309",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,NA,NA,NA
"6310",2022,1,4,2,NA,NA,4,4,4,2,NA,3,4,4,2,NA,NA,2,3,4
"6311",2022,1,4,1,0,6,NA,NA,NA,2,NA,4,4,4,1,NA,NA,1,4,3
"6312",2022,1,4,2,NA,NA,3,3,3,2,NA,4,4,4,1,NA,NA,2,3,3
"6313",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,4,4
"6314",2022,2,4,1,0,6,NA,NA,NA,1,0,NA,NA,NA,3,NA,NA,2,5,4
"6315",2022,1,4,2,NA,NA,3,3,3,2,NA,4,4,4,1,2,NA,NA,2,2
"6316",2022,1,4,1,0,5,NA,NA,NA,2,NA,1,3,3,1,NA,NA,2,4,4
"6317",2022,1,4,1,30,1,NA,NA,NA,2,NA,4,4,4,1,2,3,1,3,3
"6318",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,3,2
"6319",2022,1,5,2,NA,NA,1,3,3,1,0,NA,NA,NA,1,1,3,2,2,2
"6320",2022,1,4,1,0,6,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,4,3,5
"6321",2022,1,4,1,5,3,NA,NA,NA,2,NA,4,4,4,2,2,3,3,3,2
"6322",2022,2,4,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,2,4,4
"6323",2022,1,4,2,NA,NA,1,2,3,2,NA,4,4,4,1,NA,NA,3,4,3
"6324",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,4
"6325",2022,1,4,2,NA,NA,4,3,4,2,NA,4,4,4,2,NA,NA,4,6,1
"6326",2022,1,4,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,2,3,4
"6327",2022,2,4,2,NA,NA,4,4,3,2,NA,4,3,3,1,NA,NA,2,4,4
"6328",2022,1,4,2,NA,NA,3,4,4,1,0,NA,NA,NA,1,NA,NA,2,4,4
"6329",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,2,2,3
"6330",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"6331",2022,1,4,2,NA,NA,3,4,4,2,NA,3,4,4,1,NA,NA,2,4,5
"6332",2022,2,4,2,NA,NA,4,3,4,2,NA,3,4,4,2,2,5,2,3,2
"6333",2022,2,4,2,NA,NA,4,3,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6334",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,5,4
"6335",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"6336",2022,2,4,2,NA,NA,4,4,4,2,NA,3,4,4,2,NA,NA,1,3,4
"6337",2022,2,4,2,NA,NA,2,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"6338",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"6339",2022,2,4,2,NA,NA,2,2,3,2,NA,4,4,4,1,NA,NA,3,3,4
"6340",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,2,2
"6341",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,4,4
"6342",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,3
"6343",2022,1,4,2,NA,NA,2,4,4,2,NA,4,4,4,2,NA,NA,1,4,4
"6344",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,3
"6345",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,3
"6346",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"6347",2022,1,4,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,2,2,2
"6348",2022,2,4,2,NA,NA,2,4,4,2,NA,2,4,4,1,NA,NA,2,2,3
"6349",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,2,2
"6350",2022,2,4,2,NA,NA,2,3,3,2,NA,3,4,4,3,NA,NA,2,4,4
"6351",2022,1,4,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"6352",2022,2,4,2,NA,NA,2,4,4,2,NA,4,4,4,1,NA,NA,1,4,4
"6353",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6354",2022,1,4,2,NA,NA,4,3,3,2,NA,4,3,3,1,NA,NA,2,4,4
"6355",2022,1,4,2,NA,NA,4,4,3,2,NA,4,4,4,2,NA,NA,4,2,2
"6356",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,5,3
"6357",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,NA,2,2
"6358",2022,1,4,2,NA,NA,4,4,4,2,NA,2,4,4,2,NA,NA,1,2,2
"6359",2022,1,4,2,NA,NA,1,4,4,2,NA,4,4,4,1,NA,NA,2,3,4
"6360",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"6361",2022,1,4,2,NA,NA,2,3,4,2,NA,2,3,3,2,NA,NA,2,3,4
"6362",2022,1,4,2,NA,NA,4,4,4,2,NA,3,4,4,1,NA,NA,1,5,2
"6363",2022,1,4,2,NA,NA,2,2,3,2,NA,2,3,3,1,NA,NA,2,5,2
"6364",2022,1,4,2,NA,NA,2,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"6365",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,4
"6366",2022,2,4,2,NA,NA,4,4,4,2,NA,2,4,4,1,NA,NA,1,6,4
"6367",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,2
"6368",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6369",2022,2,5,2,NA,NA,3,3,3,2,NA,4,4,4,2,NA,NA,2,3,2
"6370",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6371",2022,2,1,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,6,1
"6372",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,4,3
"6373",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,3
"6374",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,2
"6375",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"6376",2022,1,5,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"6377",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,2
"6378",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,5,4
"6379",2022,1,5,2,NA,NA,3,4,4,2,NA,4,4,4,3,NA,NA,1,2,2
"6380",2022,2,5,2,NA,NA,3,4,4,2,NA,3,4,4,2,NA,NA,1,2,2
"6381",2022,1,5,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"6382",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,4
"6383",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6384",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,2,2
"6385",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,3
"6386",2022,2,5,2,NA,NA,3,4,4,2,NA,3,4,4,1,NA,NA,1,3,4
"6387",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,3,4,2
"6388",2022,2,5,2,NA,NA,2,2,3,2,NA,4,4,4,1,NA,NA,2,3,3
"6389",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6390",2022,1,5,2,NA,NA,2,4,4,2,NA,2,4,4,3,NA,NA,2,5,3
"6391",2022,1,5,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,1,3,3
"6392",2022,2,5,2,NA,NA,1,2,4,2,NA,2,3,4,2,NA,NA,1,4,4
"6393",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,4
"6394",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6395",2022,2,5,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6396",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,5,3
"6397",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,2
"6398",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6399",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,4,5
"6400",2022,2,5,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,1,4,3
"6401",2022,2,5,2,NA,NA,3,3,3,2,NA,3,3,3,3,NA,NA,2,3,3
"6402",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,3
"6403",2022,2,5,1,3,3,NA,NA,NA,1,0,NA,NA,NA,2,2,2,3,4,3
"6404",2022,1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,4
"6405",2022,2,5,2,NA,NA,2,4,4,2,NA,4,4,4,2,NA,NA,1,4,4
"6406",2022,1,5,2,NA,NA,3,4,4,2,NA,3,4,4,2,NA,NA,1,4,2
"6407",2022,2,5,2,NA,NA,4,3,4,2,NA,4,4,4,2,NA,NA,1,3,4
"6408",2022,2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,3
"6409",2022,2,6,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,2,3,2
"6410",2022,1,6,2,NA,NA,3,4,3,2,NA,4,4,4,3,NA,NA,2,4,3
"6411",2022,1,6,1,2,1,NA,NA,NA,2,NA,4,4,4,2,NA,NA,2,2,2
"6412",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"6413",2022,1,6,2,NA,NA,4,3,3,2,NA,4,4,4,1,NA,NA,1,4,3
"6414",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,3,4,3
"6415",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,3
"6416",2022,1,6,2,NA,NA,2,4,4,1,0,NA,NA,NA,2,NA,NA,2,2,2
"6417",2022,2,6,2,NA,NA,3,4,4,2,NA,3,4,4,1,NA,NA,1,3,3
"6418",2022,2,6,1,0,5,NA,NA,NA,2,NA,4,4,4,1,NA,NA,1,3,2
"6419",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6420",2022,2,6,1,0,5,NA,NA,NA,2,NA,4,4,4,1,NA,NA,2,4,4
"6421",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,4,3
"6422",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,4
"6423",2022,2,6,2,NA,NA,2,3,3,2,NA,3,3,3,1,NA,NA,1,4,4
"6424",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6425",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,3,2,2
"6426",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,2,2
"6427",2022,1,6,2,NA,NA,2,3,3,2,NA,4,4,4,2,NA,NA,2,4,3
"6428",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"6429",2022,1,6,2,NA,NA,3,4,4,2,NA,3,4,4,1,NA,NA,2,2,2
"6430",2022,2,6,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,2,4,4
"6431",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,5
"6432",2022,2,6,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,1,4,3
"6433",2022,1,6,2,NA,NA,2,2,3,2,NA,4,4,4,1,NA,NA,2,4,4
"6434",2022,1,6,2,NA,NA,2,4,3,2,NA,2,3,3,1,NA,NA,1,3,2
"6435",2022,1,6,2,NA,NA,3,3,3,2,NA,2,3,3,2,NA,NA,1,2,3
"6436",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,3,3
"6437",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6438",2022,2,6,2,NA,NA,2,2,3,2,NA,2,2,3,2,NA,NA,2,4,4
"6439",2022,1,6,2,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6440",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,3
"6441",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,3,3
"6442",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,2,2
"6443",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,4
"6444",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6445",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,4,4,3
"6446",2022,2,6,2,NA,NA,2,3,3,2,NA,3,3,3,1,NA,NA,2,4,4
"6447",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,4
"6448",2022,1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6449",2022,2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,2,3
"6450",2022,2,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,2
"6451",2022,1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,4
"6452",2022,2,7,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6453",2022,2,7,2,NA,NA,3,4,3,2,NA,2,3,3,1,NA,NA,1,2,2
"6454",2022,2,7,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,2,2,2
"6455",2022,1,7,2,NA,NA,3,3,4,2,NA,2,4,4,3,NA,NA,3,2,2
"6456",2022,1,7,2,NA,NA,4,4,4,2,NA,3,3,3,2,NA,NA,2,2,3
"6457",2022,1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,3
"6458",2022,2,7,2,NA,NA,2,2,3,2,NA,3,3,3,3,NA,NA,2,3,3
"6459",2022,1,7,2,NA,NA,3,3,3,2,NA,4,4,4,1,NA,NA,1,2,3
"6460",2022,2,7,2,NA,NA,2,3,4,2,NA,4,4,4,2,NA,NA,2,3,3
"6461",2022,2,7,1,0,6,NA,NA,NA,2,NA,2,3,3,1,NA,NA,1,2,2
"6462",2022,2,7,2,NA,NA,4,4,3,2,NA,4,4,4,2,NA,NA,1,3,1
"6463",2022,1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"6464",2022,1,7,2,NA,NA,2,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"6465",2022,2,7,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"6466",2022,2,7,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,2,4,2
"6467",2022,1,7,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,2,3,4
"6468",2022,1,7,2,NA,NA,2,3,3,2,NA,2,3,3,NA,NA,NA,NA,NA,NA
"6469",2022,2,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,4
"6470",2022,1,7,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"6471",2022,2,7,2,NA,NA,1,4,4,2,NA,3,4,4,1,NA,NA,1,3,2
"6472",2022,1,7,2,NA,NA,1,3,3,2,NA,1,3,3,2,NA,NA,1,4,4
"6473",2022,2,7,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"6474",2022,2,7,2,NA,NA,4,3,4,2,NA,4,4,4,1,NA,NA,1,3,2
"6475",2022,1,7,1,30,2,NA,NA,NA,2,NA,4,4,4,1,2,NA,NA,4,NA
"6476",2022,2,7,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,2,4,4
"6477",2022,2,7,2,NA,NA,2,2,2,2,NA,2,2,3,1,NA,NA,2,4,3
"6478",2022,1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6479",2022,1,7,1,3,3,NA,NA,NA,2,NA,4,4,4,1,2,NA,2,4,4
"6480",2022,1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,3
"6481",2022,2,7,1,0,4,NA,NA,NA,2,NA,1,1,1,1,NA,NA,2,3,4
"6482",2022,NA,NA,2,NA,NA,2,3,3,2,NA,2,3,2,1,NA,NA,2,3,3
"6483",2022,1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,2,3
"6484",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,5,4
"6485",2022,1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,3,2,2
"6486",2022,1,7,2,NA,NA,3,3,3,2,NA,3,4,4,3,NA,NA,2,4,4
"6487",2022,2,7,2,NA,NA,2,4,4,2,NA,4,4,4,2,NA,NA,2,3,3
"6488",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,2
"6489",2022,1,4,1,20,3,NA,NA,NA,2,NA,1,1,1,1,1,5,3,6,4
"6490",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,3,2
"6491",2022,2,4,1,0,5,NA,NA,NA,2,NA,4,4,4,1,NA,NA,1,3,3
"6492",2022,2,4,2,NA,NA,4,4,4,1,0,NA,NA,NA,1,NA,NA,2,3,3
"6493",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"6494",2022,2,4,2,NA,NA,3,3,4,2,NA,3,4,4,1,NA,NA,2,3,4
"6495",2022,1,4,1,0,6,NA,NA,NA,2,NA,4,4,4,1,NA,NA,2,4,2
"6496",2022,2,4,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,1,5,4
"6497",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6498",2022,2,4,1,2,3,NA,NA,NA,2,NA,4,4,4,2,2,1,1,3,3
"6499",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,2
"6500",2022,2,4,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,2,4,3
"6501",2022,2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,4
"6502",2022,2,4,2,NA,NA,3,3,3,2,NA,4,4,4,1,NA,NA,2,5,3
"6503",2022,2,4,1,3,2,NA,NA,NA,2,NA,3,4,4,2,2,1,2,2,2
"6504",2022,1,4,2,NA,NA,1,3,4,2,NA,4,4,4,2,NA,NA,2,3,3
"6505",2022,2,4,2,NA,NA,1,2,2,2,NA,3,4,3,1,NA,NA,1,2,2
"6506",2022,2,4,2,NA,NA,3,3,3,2,NA,4,4,4,2,NA,NA,1,4,1
"6507",2022,2,4,2,NA,NA,2,3,3,2,NA,2,3,3,2,NA,NA,3,2,3
"6508",2022,1,4,2,NA,NA,2,4,4,2,NA,2,4,4,1,NA,NA,1,2,2
"6509",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"6510",2022,2,4,2,NA,NA,2,3,3,2,NA,3,3,3,1,NA,NA,2,2,2
"6511",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"6512",2022,1,4,2,NA,NA,3,3,3,2,NA,3,3,3,2,NA,NA,3,4,3
"6513",2022,2,4,2,NA,NA,4,3,4,2,NA,3,4,4,1,NA,NA,2,3,3
"6514",2022,1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,5,5
