"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"1",1,4,1,3,1,NA,NA,NA,2,NA,NA,4,3,3,NA,2,1,NA,NA,NA
"2",2,4,2,NA,NA,3,4,4,2,NA,NA,4,4,4,2,NA,NA,4,2,3
"3",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,5,4
"4",2,4,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA
"5",1,8,1,3,0,NA,NA,NA,1,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA
"6",1,4,1,6,30,NA,NA,NA,1,0,5,NA,NA,NA,1,1,1,4,NA,NA
"7",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,NA,1,NA,NA,1,NA,NA
"8",1,4,2,NA,NA,2,3,3,2,NA,NA,4,4,3,1,NA,NA,2,3,3
"9",2,4,1,5,1,NA,NA,NA,1,0,6,NA,NA,NA,NA,1,4,NA,NA,NA
"10",2,5,1,2,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12",1,4,1,3,1,NA,NA,NA,2,NA,NA,4,4,4,NA,2,1,NA,NA,NA
"13",2,4,2,NA,NA,3,3,3,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"14",1,4,1,1,0,NA,NA,NA,1,0,6,NA,NA,NA,2,NA,NA,2,3,3
"15",1,4,2,NA,NA,3,4,3,2,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA
"16",1,4,1,5,7,NA,NA,NA,1,3,3,NA,NA,NA,NA,2,1,NA,NA,NA
"17",2,4,2,NA,NA,4,3,3,1,0,4,NA,NA,NA,2,NA,NA,2,4,4
"18",2,4,2,NA,NA,3,4,3,1,2,3,NA,NA,NA,NA,1,1,NA,NA,NA
"19",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,5
"20",1,4,1,6,15,NA,NA,NA,2,NA,NA,4,4,4,NA,2,1,NA,NA,NA
"21",1,4,2,NA,NA,3,3,4,2,NA,NA,4,4,4,1,NA,NA,2,NA,3
"22",1,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,4,2,3
"23",2,4,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA
"24",2,4,2,NA,NA,NA,NA,4,2,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA
"25",2,4,2,NA,NA,2,3,3,2,NA,NA,3,3,3,1,NA,NA,2,NA,NA
"26",1,4,1,4,3,NA,NA,NA,2,NA,NA,2,3,3,NA,2,5,NA,NA,NA
"27",1,4,1,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"28",2,4,1,4,20,NA,NA,NA,1,0,5,NA,NA,NA,NA,2,1,NA,NA,NA
"29",1,4,1,4,24,NA,NA,NA,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA
"31",2,4,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"32",1,4,1,5,25,NA,NA,NA,2,NA,NA,3,4,4,NA,2,1,NA,NA,NA
"33",1,4,1,1,1,NA,NA,NA,2,NA,NA,1,1,4,NA,2,5,NA,NA,NA
"34",1,4,1,2,0,NA,NA,NA,1,0,6,NA,NA,NA,NA,2,2,NA,NA,NA
"35",2,4,1,1,4,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"37",1,4,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,3,3,4
"38",1,4,1,1,1,NA,NA,NA,1,4,NA,NA,NA,NA,1,2,3,NA,NA,NA
"39",2,4,2,NA,NA,4,4,4,2,NA,NA,3,4,4,1,NA,NA,2,2,3
"40",1,4,2,NA,NA,3,4,4,2,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA
"41",2,4,1,2,0,NA,NA,NA,2,NA,NA,4,3,4,1,NA,NA,2,6,4
"42",1,4,1,1,0,NA,NA,NA,2,NA,NA,3,3,3,1,NA,NA,NA,NA,NA
"43",2,4,2,NA,NA,2,4,4,1,0,7,NA,NA,NA,2,NA,NA,2,4,5
"44",1,4,2,NA,NA,3,3,3,1,0,6,NA,NA,NA,1,NA,NA,2,NA,NA
"45",1,4,1,1,12,NA,NA,NA,2,NA,NA,2,4,2,NA,2,NA,NA,NA,NA
"46",1,4,2,NA,NA,4,4,4,2,NA,NA,2,4,4,1,NA,NA,1,NA,NA
"47",1,5,1,5,20,NA,NA,NA,1,0,6,NA,NA,NA,2,2,1,1,3,4
"48",1,5,2,NA,NA,3,2,2,2,NA,NA,3,2,3,1,NA,NA,2,4,1
"49",1,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,1,1
"50",2,5,1,5,30,NA,NA,NA,1,16,2,NA,NA,NA,1,1,5,3,4,5
"51",2,5,1,5,9,NA,NA,NA,1,3,1,NA,NA,NA,1,2,5,NA,6,3
"52",2,5,2,NA,NA,3,3,3,1,0,6,NA,NA,NA,2,NA,NA,1,4,4
"53",1,5,1,5,3,NA,NA,NA,1,0,4,NA,NA,NA,1,2,1,1,5,3
"54",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"55",1,5,2,NA,NA,4,4,4,1,0,NA,NA,NA,NA,1,NA,NA,2,3,4
"56",1,5,2,NA,NA,1,1,2,2,NA,NA,2,3,4,1,NA,NA,2,6,5
"57",2,5,2,NA,NA,2,4,4,2,NA,NA,2,4,4,1,NA,NA,1,2,2
"58",2,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,2,2
"59",2,5,2,NA,NA,3,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"60",2,5,2,NA,NA,1,4,4,1,1,NA,NA,NA,NA,1,2,NA,2,4,3
"61",2,5,1,3,4,NA,NA,NA,1,0,NA,NA,NA,NA,1,2,1,3,3,3
"62",1,5,1,2,0,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,1,4,5
"63",1,5,2,NA,NA,4,4,3,2,NA,NA,3,3,3,3,NA,NA,3,2,2
"64",1,5,1,1,0,NA,NA,NA,2,NA,NA,2,2,2,2,NA,NA,1,3,3
"65",2,5,2,NA,NA,2,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,3
"66",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,1,1
"67",2,5,2,NA,NA,4,3,3,1,0,4,NA,NA,NA,1,2,NA,2,3,4
"68",1,5,2,NA,NA,4,3,3,2,NA,NA,4,4,4,3,NA,NA,2,5,5
"69",1,5,1,2,5,NA,NA,NA,1,0,6,NA,NA,NA,1,1,5,4,4,5
"70",1,5,1,6,10,NA,NA,NA,2,NA,NA,2,NA,4,1,2,1,3,3,3
"71",2,5,2,NA,NA,3,3,3,1,0,NA,NA,NA,NA,1,NA,NA,2,3,3
"72",1,5,1,6,30,NA,NA,NA,1,0,5,NA,NA,NA,1,1,3,2,4,6
"73",2,5,1,5,30,NA,NA,NA,1,0,6,NA,NA,NA,1,2,NA,2,2,3
"74",2,5,2,NA,NA,1,3,3,2,NA,NA,2,2,2,1,NA,NA,2,5,3
"75",2,5,1,6,30,NA,NA,NA,1,10,2,NA,NA,NA,1,1,4,3,3,3
"76",1,5,2,NA,NA,3,2,2,2,NA,NA,3,NA,4,1,NA,NA,1,2,2
"77",2,5,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"78",1,5,2,NA,NA,4,3,3,2,NA,NA,4,4,4,3,NA,NA,2,2,2
"79",1,5,1,3,0,NA,NA,NA,1,0,5,NA,NA,NA,1,NA,NA,1,3,3
"80",2,5,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,2,5,2
"81",1,5,2,NA,NA,2,3,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"82",2,5,1,6,30,NA,NA,NA,1,0,4,NA,NA,NA,1,1,5,2,6,5
"83",1,5,NA,NA,NA,NA,NA,NA,2,NA,NA,3,3,3,2,NA,NA,NA,5,3
"84",2,5,1,6,25,NA,NA,NA,1,6,3,NA,NA,NA,1,1,5,2,5,4
"85",1,5,1,6,30,NA,NA,NA,2,NA,NA,3,4,4,1,1,5,3,2,2
"86",1,5,1,4,0,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,2,1,3,6
"87",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,NA,NA,NA
"88",1,5,1,1,0,NA,NA,NA,1,0,5,NA,NA,NA,1,2,NA,2,6,6
"89",2,5,1,2,6,NA,NA,NA,1,0,5,NA,NA,NA,1,2,1,2,2,2
"90",1,5,1,2,0,NA,NA,NA,2,NA,NA,1,3,3,1,NA,NA,2,4,4
"91",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"92",1,5,1,2,0,NA,NA,NA,1,0,6,NA,NA,NA,1,1,1,1,4,4
"93",1,6,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,1,3,6
"94",1,6,1,6,18,NA,NA,NA,1,0,6,NA,NA,NA,1,2,5,3,3,3
"95",2,6,1,5,1,NA,NA,NA,2,NA,NA,1,2,3,1,2,NA,3,4,2
"96",2,6,1,6,20,NA,NA,NA,1,0,4,NA,NA,NA,1,2,NA,1,2,3
"97",1,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,5
"98",1,6,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,4,4
"99",1,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"100",2,6,2,NA,NA,4,4,2,1,0,4,NA,NA,NA,1,NA,NA,2,3,3
"101",2,6,1,6,8,NA,NA,NA,1,2,2,NA,NA,NA,1,1,5,2,4,3
"102",1,6,1,1,30,NA,NA,NA,1,0,6,NA,NA,NA,1,1,2,2,2,2
"103",2,6,2,NA,NA,3,3,3,2,NA,NA,3,3,3,1,2,1,2,4,4
"104",1,6,2,NA,NA,3,3,4,2,NA,NA,4,1,4,2,NA,NA,4,2,2
"105",1,6,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,3,1,5,2,6,3
"106",1,6,1,6,25,NA,NA,NA,1,0,6,NA,NA,NA,1,1,2,2,3,3
"107",2,6,1,6,30,NA,NA,NA,1,4,3,NA,NA,NA,1,1,5,3,4,3
"108",2,6,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,2,5,6
"109",1,6,1,2,4,NA,NA,NA,1,1,3,NA,NA,NA,1,2,5,3,2,3
"110",1,6,1,6,25,NA,NA,NA,1,0,4,NA,NA,NA,1,1,2,2,3,2
"111",2,6,1,1,2,NA,NA,NA,2,NA,NA,2,3,4,3,2,5,1,4,6
"112",1,6,1,4,15,NA,NA,NA,1,1,3,NA,NA,NA,1,2,4,3,3,3
"113",2,6,1,4,0,NA,NA,NA,1,0,4,NA,NA,NA,1,1,1,3,4,4
"114",2,6,1,6,30,NA,NA,NA,1,30,2,NA,NA,NA,1,1,5,1,6,6
"115",2,6,1,2,0,NA,NA,NA,2,NA,NA,4,3,3,2,NA,NA,4,3,4
"116",2,6,1,1,2,NA,NA,NA,2,NA,NA,4,3,3,2,2,NA,1,3,3
"117",1,6,1,3,7,NA,NA,NA,1,0,7,NA,NA,NA,1,2,5,2,4,4
"118",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,2,1,2
"119",2,6,1,5,30,NA,NA,NA,1,10,NA,NA,NA,NA,1,1,5,3,4,4
"120",1,6,2,NA,NA,3,4,4,2,NA,NA,3,4,4,1,NA,NA,4,5,3
"121",2,6,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"122",1,6,2,NA,NA,1,1,3,1,0,7,NA,NA,NA,1,NA,NA,3,3,3
"123",2,6,1,6,NA,NA,NA,NA,2,NA,NA,3,4,4,1,NA,NA,4,3,3
"124",2,6,2,NA,NA,4,4,4,1,1,NA,NA,NA,NA,2,2,5,1,2,2
"125",1,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,1,1
"126",2,6,1,6,30,NA,NA,NA,1,0,7,NA,NA,NA,3,1,3,4,1,1
"127",1,6,1,6,20,NA,NA,NA,1,0,NA,NA,NA,NA,1,2,1,3,4,4
"128",1,6,1,2,0,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,3,1,2,2
"129",2,6,2,NA,NA,3,3,2,2,NA,NA,3,3,3,1,NA,NA,2,3,4
"130",1,6,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"131",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"132",1,7,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"133",2,7,2,NA,NA,3,4,4,2,NA,NA,4,4,4,2,NA,NA,2,3,3
"134",2,7,1,NA,0,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,1,1,2,1
"135",1,7,1,2,3,NA,NA,NA,1,2,2,NA,NA,NA,1,2,5,2,6,6
"136",1,7,1,5,4,NA,NA,NA,1,8,2,NA,NA,NA,3,2,5,4,2,3
"137",2,7,1,2,0,NA,NA,NA,2,NA,NA,3,4,4,1,NA,NA,2,5,5
"138",1,7,2,NA,NA,2,2,3,2,NA,NA,3,3,3,2,NA,NA,1,2,3
"139",1,7,1,6,0,NA,NA,NA,1,0,5,NA,NA,NA,1,NA,NA,2,1,1
"140",1,7,2,NA,NA,4,3,3,2,NA,NA,3,3,3,2,NA,NA,4,3,1
"141",1,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,4
"142",1,7,1,1,3,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,5,4,3,3
"143",2,7,2,NA,NA,4,3,4,2,NA,NA,3,4,4,2,NA,NA,4,1,1
"144",1,7,2,NA,NA,4,4,4,1,0,6,NA,NA,NA,1,NA,NA,1,6,6
"145",1,7,1,1,5,NA,NA,NA,2,NA,NA,4,4,3,2,2,5,2,3,4
"146",2,7,2,NA,NA,2,4,4,1,0,NA,NA,NA,NA,1,NA,NA,2,5,5
"147",1,7,1,2,5,NA,NA,NA,2,NA,NA,4,4,4,1,2,4,2,6,6
"148",1,7,1,6,1,NA,NA,NA,1,12,NA,NA,NA,NA,2,1,4,3,NA,1
"149",1,7,1,1,0,NA,NA,NA,1,0,6,NA,NA,NA,3,NA,NA,2,NA,2
"150",1,7,2,NA,NA,2,4,2,2,NA,NA,3,4,4,3,2,1,4,2,2
"151",2,7,2,NA,NA,4,4,4,1,0,NA,NA,NA,NA,3,NA,NA,2,2,2
"152",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,4,5
"153",2,7,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,2,NA,NA,2,4,4
"154",1,7,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,4,4
"155",2,7,1,2,0,NA,NA,NA,1,0,NA,NA,NA,NA,1,NA,NA,2,4,4
"156",1,7,2,NA,NA,2,3,3,1,1,NA,NA,NA,NA,1,1,1,2,2,4
"157",2,7,1,6,0,NA,NA,NA,2,NA,NA,3,4,4,1,NA,NA,2,3,5
"158",2,7,1,2,0,NA,NA,NA,2,NA,NA,2,4,4,1,NA,NA,1,3,5
"159",1,7,1,6,30,NA,NA,NA,1,0,6,NA,NA,NA,1,1,5,4,3,6
"160",1,7,1,3,0,NA,NA,NA,2,NA,NA,2,2,2,3,NA,NA,4,6,5
"161",2,7,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"162",1,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,6,6
"163",1,7,1,6,30,NA,NA,NA,2,NA,NA,4,4,4,3,1,5,4,2,2
"164",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,2
"165",1,7,1,2,0,NA,NA,NA,1,0,7,NA,NA,NA,1,1,5,3,6,3
"166",2,7,2,NA,NA,4,4,3,1,0,7,NA,NA,NA,1,NA,NA,1,6,6
"167",2,7,2,NA,NA,2,2,2,1,0,6,NA,NA,NA,1,2,1,2,2,5
"168",1,7,1,1,5,NA,NA,NA,2,NA,NA,4,4,4,1,2,4,1,2,2
"169",2,7,1,4,2,NA,NA,NA,1,0,6,NA,NA,NA,2,2,1,2,4,5
"170",1,7,1,1,2,NA,NA,NA,1,7,3,NA,NA,NA,NA,2,1,NA,NA,NA
"171",1,7,1,6,30,NA,NA,NA,1,20,NA,NA,NA,NA,1,1,5,3,3,3
"172",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,4,2,5
"173",2,7,2,NA,NA,4,4,4,2,NA,NA,4,3,3,2,NA,NA,1,5,3
"174",1,7,1,3,0,NA,NA,NA,2,NA,NA,2,3,1,2,1,3,2,2,4
"175",1,7,1,6,30,NA,NA,NA,1,15,2,NA,NA,NA,1,2,5,4,2,2
"176",1,7,1,6,5,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,1,3,3
"177",2,7,1,1,1,NA,NA,NA,1,0,7,NA,NA,NA,1,2,NA,2,2,2
"178",1,7,1,2,0,NA,NA,NA,2,NA,NA,1,2,3,1,NA,NA,4,4,4
"179",1,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,2,2
"180",1,7,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"181",1,1,2,NA,NA,3,3,4,2,NA,NA,4,3,4,1,NA,NA,2,4,4
"182",1,1,2,NA,NA,3,4,4,2,NA,NA,2,4,4,1,NA,NA,1,3,3
"183",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,3
"184",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,2,3
"185",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,4,3
"186",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,3
"187",2,1,2,NA,NA,NA,4,4,2,NA,NA,3,4,3,1,NA,NA,NA,3,4
"188",2,1,2,NA,NA,2,4,3,1,0,4,NA,NA,NA,2,2,1,2,4,4
"189",2,1,2,NA,NA,3,3,3,1,0,5,NA,NA,NA,2,NA,NA,1,4,4
"190",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,3
"191",2,1,2,NA,NA,3,3,4,2,NA,NA,4,2,4,3,NA,NA,2,2,3
"192",1,1,2,NA,NA,3,4,4,2,NA,NA,4,4,4,3,NA,NA,2,1,1
"193",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,1,1
"194",1,1,2,NA,NA,4,4,4,2,NA,NA,4,3,4,1,NA,NA,2,3,3
"195",2,1,2,NA,NA,4,3,4,2,NA,NA,4,4,4,2,NA,NA,4,2,2
"196",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,2,2
"197",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"198",1,3,1,2,3,NA,NA,NA,2,NA,NA,2,3,3,1,2,1,1,5,4
"199",1,1,2,NA,NA,3,4,4,2,NA,NA,4,4,4,2,NA,NA,2,3,3
"200",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"201",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"202",2,1,2,NA,NA,2,3,3,2,NA,NA,3,3,3,1,NA,NA,2,6,5
"203",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,4
"204",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,4,3
"205",1,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"206",1,1,2,NA,NA,1,2,3,2,NA,NA,1,1,3,1,NA,NA,3,5,6
"207",1,1,2,NA,NA,4,3,4,2,NA,NA,4,4,4,2,NA,NA,1,2,1
"208",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,NA,3,NA,NA,1,2,3
"209",1,1,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"210",2,1,2,NA,NA,3,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,3
"211",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,2,3
"212",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,4
"213",2,1,2,NA,NA,3,4,4,2,NA,NA,3,4,4,3,NA,NA,1,2,3
"214",2,1,2,NA,NA,4,4,3,2,NA,NA,4,NA,3,2,1,1,NA,4,2
"215",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,5,5
"216",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"217",2,1,2,NA,NA,2,4,4,2,NA,NA,3,4,4,1,NA,NA,1,4,3
"218",1,1,2,NA,NA,3,3,4,2,NA,NA,4,4,4,1,NA,NA,1,2,3
"219",1,1,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"220",2,6,2,NA,NA,3,1,3,2,NA,NA,4,2,2,2,2,5,2,4,1
"221",2,1,2,NA,NA,4,4,4,2,NA,NA,2,3,3,3,NA,NA,1,2,4
"222",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,2,2
"223",2,1,2,NA,NA,1,3,4,2,NA,NA,4,3,4,3,NA,NA,1,4,4
"224",1,1,2,NA,NA,1,3,3,2,NA,NA,1,2,3,1,NA,NA,2,NA,2
"225",1,1,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,6
"226",1,1,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,6,5
"227",1,1,2,NA,NA,4,3,3,1,0,6,NA,NA,NA,1,NA,NA,1,4,5
"228",2,1,1,2,0,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,1,4,4
"229",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,5
"230",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,5,1
"231",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,4,2,1
"232",2,2,2,NA,NA,4,3,3,2,NA,NA,4,3,3,2,NA,NA,1,4,5
"233",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,3
"234",1,2,2,NA,NA,4,3,4,2,NA,NA,2,3,4,1,NA,NA,1,5,4
"235",1,2,2,NA,NA,4,3,3,2,NA,NA,4,3,4,1,NA,NA,1,3,3
"236",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"237",2,2,2,NA,NA,1,2,3,2,NA,NA,2,2,3,1,2,3,2,4,3
"238",1,2,2,NA,NA,4,3,4,2,NA,NA,4,4,3,3,NA,NA,1,3,3
"239",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,4
"240",2,2,2,NA,NA,3,4,4,2,NA,NA,4,4,4,3,NA,NA,1,3,3
"241",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,2
"242",2,2,2,NA,NA,3,4,4,2,NA,NA,4,4,4,3,NA,NA,2,2,2
"243",1,2,1,1,0,NA,NA,NA,2,NA,NA,3,2,3,1,NA,NA,2,3,3
"244",2,2,2,NA,NA,3,3,3,1,0,6,NA,NA,NA,1,NA,NA,1,2,5
"245",2,2,2,NA,NA,3,4,4,1,0,6,NA,NA,NA,1,NA,NA,1,4,3
"246",1,2,1,2,0,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,1,2,2
"247",1,2,2,NA,NA,3,4,4,2,NA,NA,3,4,4,2,2,1,1,4,4
"248",1,2,2,NA,NA,4,4,3,2,NA,NA,4,4,4,1,NA,NA,1,2,3
"249",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,1
"250",2,2,2,NA,NA,2,4,4,2,NA,NA,3,4,4,3,NA,NA,1,4,3
"251",1,2,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"252",1,2,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"253",2,2,2,NA,NA,3,4,4,2,NA,NA,2,4,4,1,NA,NA,2,4,4
"254",2,2,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"255",1,2,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"256",2,2,2,NA,NA,4,3,3,2,NA,NA,4,4,4,2,NA,NA,2,2,4
"257",2,2,2,NA,NA,4,3,4,2,NA,NA,4,4,4,3,NA,NA,1,2,2
"258",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"259",2,2,2,NA,NA,2,3,3,2,NA,NA,3,4,4,1,NA,NA,2,4,4
"260",1,2,2,NA,NA,4,3,4,2,NA,NA,4,3,4,1,NA,NA,1,2,2
"261",2,2,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,2,NA,NA,2,4,3
"262",2,2,2,NA,NA,3,3,3,2,NA,NA,2,3,3,1,NA,NA,3,4,4
"263",1,2,2,NA,NA,4,3,4,2,NA,NA,4,3,4,3,NA,NA,1,2,3
"264",2,2,2,NA,NA,4,3,4,2,NA,NA,3,2,4,1,NA,NA,1,2,3
"265",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,6,5
"266",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"267",2,2,2,NA,NA,4,3,3,2,NA,NA,4,4,4,1,NA,NA,1,2,3
"268",1,2,2,NA,NA,3,4,4,2,NA,NA,2,4,4,1,NA,NA,1,4,5
"269",2,2,2,NA,NA,4,4,4,2,NA,NA,3,4,4,3,NA,NA,1,4,5
"270",2,2,2,NA,NA,3,3,3,2,NA,NA,3,3,3,1,NA,NA,2,2,2
"271",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"272",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,3
"273",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,3
"274",1,2,2,NA,NA,3,4,4,2,NA,NA,3,4,4,3,NA,NA,2,3,3
"275",2,2,1,2,4,NA,NA,NA,2,NA,NA,4,4,4,1,1,4,3,4,6
"276",1,2,2,NA,NA,4,4,4,2,NA,NA,3,4,4,1,NA,NA,1,3,3
