"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"882",1,4,1,1,0,NA,NA,NA,1,0,5,NA,NA,NA,1,NA,NA,1,4,3
"883",2,4,2,NA,NA,1,3,3,2,NA,NA,3,4,4,1,NA,NA,2,3,3
"884",2,4,1,2,0,NA,NA,NA,1,3,3,NA,NA,NA,1,1,5,3,3,5
"885",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,4,4,3
"886",1,4,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,2
"887",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,2,2
"888",1,4,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,1,1
"889",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,3
"890",1,4,1,2,0,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,2,3,3
"891",2,4,2,NA,NA,2,4,3,2,NA,NA,4,4,4,3,NA,NA,2,6,6
"892",2,4,1,6,30,NA,NA,NA,1,0,5,NA,NA,NA,1,2,1,2,5,3
"893",1,4,2,NA,NA,4,3,3,2,NA,NA,4,3,3,1,NA,NA,2,3,4
"894",1,4,1,1,0,NA,NA,NA,2,NA,NA,2,2,2,1,NA,NA,2,3,2
"895",1,5,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,4
"896",1,4,2,NA,NA,2,4,4,2,NA,NA,2,4,4,1,NA,NA,1,3,5
"897",1,4,2,NA,NA,3,3,4,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"898",1,4,1,2,0,NA,NA,NA,2,NA,NA,1,3,3,2,NA,NA,1,5,4
"899",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,4,4
"900",2,4,2,NA,NA,4,3,3,2,NA,NA,4,4,4,3,NA,NA,2,3,3
"901",2,4,2,NA,NA,3,2,3,1,0,5,NA,NA,NA,1,NA,NA,2,5,5
"902",1,4,1,2,0,NA,NA,NA,2,NA,NA,1,3,3,1,NA,NA,1,4,3
"903",1,4,2,NA,NA,4,4,4,2,NA,NA,1,4,4,2,NA,NA,1,2,2
"904",2,4,1,2,0,NA,NA,NA,2,NA,NA,1,3,4,1,NA,NA,1,4,4
"905",2,4,2,NA,NA,2,2,4,2,NA,NA,4,4,4,2,NA,NA,1,3,3
"906",2,4,2,NA,NA,1,3,4,2,NA,NA,1,3,3,1,NA,NA,2,2,6
"907",1,4,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,3,NA,NA,2,5,3
"908",2,4,2,NA,NA,4,3,3,2,NA,NA,4,3,3,1,NA,NA,2,2,3
"909",1,4,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,2,3,4
"910",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,2,4,3
"911",2,4,1,1,0,NA,NA,NA,2,NA,NA,2,4,4,1,NA,NA,2,4,5
"912",2,4,1,3,10,NA,NA,NA,2,NA,NA,4,4,3,2,1,1,1,3,4
"913",1,4,2,NA,NA,2,4,4,2,NA,NA,2,4,4,1,NA,NA,2,3,4
"914",1,4,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"915",1,4,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,6,3
"916",1,4,1,4,2,NA,NA,NA,2,NA,NA,3,4,3,1,2,1,1,2,2
"917",1,4,2,NA,NA,4,4,4,1,0,4,NA,NA,NA,1,NA,NA,1,4,4
"918",1,5,1,5,0,NA,NA,NA,1,0,6,NA,NA,NA,1,1,5,2,4,4
"919",2,5,2,NA,NA,3,3,3,2,NA,NA,4,4,3,1,NA,NA,2,2,3
"920",2,5,2,NA,NA,2,3,3,2,NA,NA,3,3,3,3,NA,NA,2,3,3
"921",2,5,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,2,NA,NA,1,5,5
"922",1,5,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,6,4
"923",1,5,1,6,15,NA,NA,NA,1,0,5,NA,NA,NA,1,1,4,1,6,4
"924",1,5,1,2,2,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,3,4,3
"925",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,3
"926",2,5,2,NA,NA,3,3,4,2,NA,NA,4,4,4,1,NA,NA,4,4,4
"927",2,5,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,2,1,1,5,5
"928",2,5,1,1,0,NA,NA,NA,2,NA,NA,4,4,3,1,NA,NA,1,5,4
"929",1,5,2,NA,NA,4,3,3,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"930",2,5,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,3,4
"931",1,5,2,NA,NA,3,4,4,2,NA,NA,3,4,4,2,NA,NA,2,2,3
"932",2,5,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"933",2,5,2,NA,NA,3,3,3,2,NA,NA,4,4,4,2,NA,NA,3,2,3
"934",2,5,2,NA,NA,1,3,3,1,0,5,NA,NA,NA,1,NA,NA,2,4,4
"935",1,5,2,NA,NA,2,3,3,2,NA,NA,4,4,4,3,2,NA,1,3,3
"936",2,5,2,NA,NA,4,4,4,2,NA,NA,2,4,4,3,NA,NA,1,3,3
"937",1,5,2,NA,NA,1,4,4,2,NA,NA,1,3,4,2,NA,NA,2,3,2
"938",2,5,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"939",1,5,2,NA,NA,2,3,3,2,NA,NA,4,4,4,3,NA,NA,1,3,4
"940",1,5,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"941",1,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"942",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"943",1,5,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,3,3,3
"944",2,5,2,NA,NA,4,3,4,2,NA,NA,3,4,4,1,NA,NA,1,2,3
"945",1,5,1,1,0,NA,NA,NA,1,0,7,NA,NA,NA,1,NA,NA,1,3,6
"946",1,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,4
"947",2,5,1,1,0,NA,NA,NA,2,NA,NA,4,3,3,2,NA,NA,2,3,3
"948",2,5,2,NA,NA,3,3,3,1,0,7,NA,NA,NA,1,NA,NA,2,2,4
"949",1,5,1,4,0,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,1,3,3
"950",1,5,1,4,2,NA,NA,NA,1,0,5,NA,NA,NA,1,1,2,1,3,3
"951",1,5,1,6,6,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,3,2
"952",1,5,1,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,3,3,4,3
"953",1,4,2,NA,NA,2,3,3,2,NA,NA,2,2,3,1,2,1,2,4,5
"954",1,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,5
"955",2,5,1,6,2,NA,NA,NA,2,NA,NA,4,4,4,1,2,4,2,4,4
"956",1,5,1,2,18,NA,NA,NA,1,4,NA,NA,NA,NA,2,2,2,2,4,3
"957",2,5,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,1,5,5
"958",1,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"959",1,5,1,1,0,NA,NA,NA,2,NA,NA,2,3,4,1,NA,NA,1,3,5
"960",1,5,2,NA,NA,1,3,3,1,1,NA,NA,NA,NA,1,2,2,2,5,5
"961",1,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"962",1,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"963",2,5,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"964",2,5,2,NA,NA,3,2,2,1,0,5,NA,NA,NA,1,NA,NA,2,4,3
"965",1,5,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,5,5
"966",1,5,1,5,0,NA,NA,NA,2,NA,NA,2,2,2,1,1,5,2,1,1
"967",1,6,1,6,25,NA,NA,NA,1,1,3,NA,NA,NA,2,1,1,2,3,3
"968",2,6,1,1,0,NA,NA,NA,1,0,6,NA,NA,NA,2,NA,NA,1,4,4
"969",2,6,1,1,1,NA,NA,NA,2,NA,NA,4,4,4,2,2,5,2,2,2
"970",1,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"971",1,6,1,6,28,NA,NA,NA,1,0,6,NA,NA,NA,2,2,2,1,5,6
"972",1,6,1,6,30,NA,NA,NA,1,2,3,NA,NA,NA,1,1,5,3,6,6
"973",2,6,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,2
"974",1,6,1,6,30,NA,NA,NA,1,3,2,NA,NA,NA,1,1,1,1,3,3
"975",2,6,2,NA,NA,2,3,3,2,NA,NA,4,3,3,3,NA,NA,1,3,2
"976",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"977",2,6,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,3,2,4
"978",1,6,1,1,6,NA,NA,NA,2,NA,NA,4,4,4,1,2,5,3,3,3
"979",1,6,1,6,0,NA,NA,NA,1,0,6,NA,NA,NA,1,NA,NA,3,2,4
"980",1,6,1,6,30,NA,NA,NA,1,0,5,NA,NA,NA,1,2,4,3,5,5
"981",2,6,1,2,1,NA,NA,NA,2,NA,NA,2,3,3,1,2,1,1,4,2
"982",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"983",1,6,1,3,5,NA,NA,NA,2,NA,NA,4,4,4,1,2,2,2,3,4
"984",2,6,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,1,2,3
"985",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"986",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"987",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"988",2,6,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"989",1,6,1,2,20,NA,NA,NA,2,NA,NA,2,4,4,NA,2,NA,NA,NA,NA
"990",1,6,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"991",1,6,1,6,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,6,5
"992",1,6,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"993",NA,6,1,4,1,NA,NA,NA,1,0,5,NA,NA,NA,1,2,4,3,3,3
"994",1,6,2,NA,NA,2,3,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"995",1,6,1,5,30,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,6,4
"996",1,6,1,1,0,NA,NA,NA,1,0,5,NA,NA,NA,1,NA,NA,1,4,4
"997",1,6,2,NA,NA,1,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,2
"998",1,6,1,4,0,NA,NA,NA,1,0,6,NA,NA,NA,1,2,1,1,3,4
"999",2,6,1,2,4,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,4,4
"1000",1,6,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,2
"1001",2,6,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,1,2,4
"1002",1,7,1,6,30,NA,NA,NA,1,0,6,NA,NA,NA,1,1,5,3,4,3
"1003",2,7,1,1,0,NA,NA,NA,1,0,6,NA,NA,NA,1,NA,NA,2,3,3
"1004",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1005",1,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,2,4,5
"1006",1,7,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,2,5,5
"1007",2,7,1,6,25,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,4,4
"1008",2,7,1,6,30,NA,NA,NA,1,4,NA,NA,NA,NA,1,1,4,3,4,2
"1009",1,8,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,4,1,2
"1010",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"1011",1,7,1,4,1,NA,NA,NA,1,0,6,NA,NA,NA,1,1,5,4,1,1
"1012",1,7,1,6,20,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,2,2
"1013",2,7,2,NA,NA,3,3,4,2,NA,NA,3,4,4,1,NA,NA,2,3,2
"1014",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"1015",1,7,1,6,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"1016",2,7,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,1,6,5
"1017",2,7,2,NA,NA,3,3,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"1018",2,7,1,5,15,NA,NA,NA,2,NA,NA,4,4,4,2,2,5,2,3,4
"1019",2,7,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,5,4
"1020",1,7,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"1021",2,7,2,NA,NA,4,4,4,2,NA,NA,1,3,3,1,NA,NA,1,3,4
"1022",2,7,2,NA,NA,4,4,4,2,NA,NA,2,4,4,1,NA,NA,1,5,3
"1023",2,7,1,6,30,NA,NA,NA,2,NA,NA,4,4,4,1,2,5,3,4,4
"1024",1,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"1025",1,7,1,6,25,NA,NA,NA,2,NA,NA,4,4,4,1,2,2,2,3,3
"1026",1,7,1,6,0,NA,NA,NA,1,0,7,NA,NA,NA,1,NA,NA,2,2,2
"1027",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,4
"1028",1,7,1,1,0,NA,NA,NA,1,0,7,NA,NA,NA,2,NA,NA,1,3,2
"1029",1,7,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"1030",2,7,1,5,5,NA,NA,NA,1,0,4,NA,NA,NA,1,2,5,2,3,3
"1031",1,7,1,2,0,NA,NA,NA,2,NA,NA,1,2,2,1,NA,NA,2,3,3
"1032",1,7,1,4,1,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,1,1,1
"1033",2,7,1,6,20,NA,NA,NA,1,0,6,NA,NA,NA,1,2,1,1,4,3
"1034",1,7,1,6,15,NA,NA,NA,2,NA,NA,4,4,4,1,2,5,2,3,3
"1035",1,7,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"1036",2,7,1,5,26,NA,NA,NA,1,0,4,NA,NA,NA,1,1,1,3,4,6
"1037",2,7,1,1,0,NA,NA,NA,1,0,6,NA,NA,NA,1,NA,NA,1,3,2
"1038",1,7,2,NA,NA,4,4,3,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"1039",2,7,2,NA,NA,3,3,3,1,0,6,NA,NA,NA,1,NA,NA,1,4,4
"1040",2,7,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,3,NA,NA,1,3,5
"1041",2,7,2,NA,NA,4,4,4,2,NA,NA,3,4,4,1,NA,NA,2,3,3
"1042",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,3,3
"1043",1,1,2,NA,NA,3,3,3,2,NA,NA,3,3,3,2,NA,NA,2,3,3
"1044",2,1,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"1045",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,4
"1046",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,5
"1047",1,1,2,NA,NA,4,3,4,2,NA,NA,4,3,4,1,NA,NA,2,3,3
"1048",1,1,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,1,2,6
"1049",1,1,2,NA,NA,4,2,4,2,NA,NA,3,4,4,2,NA,NA,1,2,4
"1050",1,1,2,NA,NA,4,4,4,2,NA,NA,2,4,4,1,NA,NA,1,3,4
"1051",2,1,2,NA,NA,4,3,3,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"1052",1,1,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,2,5,3
"1053",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1054",1,1,2,NA,NA,4,3,4,2,NA,NA,4,4,4,3,NA,NA,2,2,NA
"1055",2,1,2,NA,NA,1,2,3,2,NA,NA,2,3,4,1,NA,NA,2,3,3
"1056",2,1,2,NA,NA,4,3,3,2,NA,NA,4,4,4,3,NA,NA,1,4,3
"1057",2,1,2,NA,NA,4,4,2,2,NA,NA,4,4,4,2,2,3,1,4,4
"1058",2,1,1,2,0,NA,NA,NA,2,NA,NA,2,4,3,1,NA,NA,2,4,4
"1059",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"1060",2,1,2,NA,NA,4,4,4,2,NA,NA,2,4,4,1,NA,NA,1,2,6
"1061",1,1,2,NA,NA,3,3,4,2,NA,NA,3,4,4,1,NA,NA,1,3,3
"1062",2,1,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,3,4,4
"1063",1,1,1,1,0,NA,NA,NA,2,NA,NA,1,3,3,1,NA,NA,1,3,3
"1064",2,1,2,NA,NA,4,4,4,2,NA,NA,3,4,4,3,NA,NA,1,3,3
"1065",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"1066",1,1,2,NA,NA,4,4,4,2,NA,NA,1,4,4,2,NA,NA,1,4,2
"1067",2,1,1,1,1,NA,NA,NA,1,17,1,NA,NA,NA,2,2,1,2,2,2
"1068",2,1,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,4
"1069",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1070",2,1,2,NA,NA,2,2,3,2,NA,NA,2,3,4,1,NA,NA,3,4,4
"1071",2,1,1,1,0,NA,NA,NA,2,NA,NA,3,4,4,1,2,1,2,5,5
"1072",1,1,2,NA,NA,3,4,4,2,NA,NA,3,4,4,1,NA,NA,1,3,1
"1073",2,1,2,NA,NA,3,3,3,2,NA,NA,2,4,3,1,NA,NA,1,3,5
"1074",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,6
"1075",2,1,2,NA,NA,4,3,3,2,NA,NA,4,4,3,1,NA,NA,3,1,1
"1076",2,1,2,NA,NA,2,4,4,2,NA,NA,2,4,4,3,NA,NA,1,2,3
"1077",1,1,1,1,0,NA,NA,NA,1,0,6,NA,NA,NA,2,NA,NA,1,6,6
"1078",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"1079",1,1,2,NA,NA,1,2,2,2,NA,NA,3,4,4,1,NA,NA,2,4,4
"1080",2,1,2,NA,NA,4,4,3,2,NA,NA,4,4,4,2,NA,NA,4,1,1
"1081",2,1,2,NA,NA,3,4,4,2,NA,NA,3,4,4,3,NA,NA,2,2,3
"1082",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"1083",1,1,2,NA,NA,4,3,4,2,NA,NA,4,4,4,2,NA,NA,1,2,3
"1084",1,2,2,NA,NA,4,NA,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1085",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1086",2,2,2,NA,NA,1,3,3,2,NA,NA,3,3,3,1,NA,NA,2,4,5
"1087",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,3,3
"1088",1,2,2,NA,NA,4,3,4,2,NA,NA,4,3,4,1,NA,NA,1,5,5
"1089",2,2,2,NA,NA,1,3,3,2,NA,NA,1,3,3,1,NA,NA,1,3,4
"1090",1,2,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,3,6,6
"1091",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,2,2
"1092",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"1093",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,2
"1094",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,2
"1095",1,2,2,NA,NA,2,2,3,2,NA,NA,4,4,4,1,NA,NA,2,2,3
"1096",2,2,2,NA,NA,3,3,3,2,NA,NA,3,3,3,1,NA,NA,2,3,3
"1097",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,3
"1098",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,NA,NA,NA,1,NA,NA
"1099",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"1100",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,2,3,3
"1101",1,3,1,4,15,NA,NA,NA,2,NA,NA,4,3,3,1,1,5,2,5,5
"1102",1,3,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"1103",1,3,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,2
"1104",2,3,2,NA,NA,2,3,4,2,NA,NA,4,4,4,1,NA,NA,2,6,3
"1105",2,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,4,4
"1106",1,3,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"1107",2,3,2,NA,NA,2,2,3,1,2,3,NA,NA,NA,1,2,1,1,4,4
"1108",1,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,4
"1109",2,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,4,3,3
"1110",1,3,2,NA,NA,1,2,2,2,NA,NA,2,3,4,1,NA,NA,1,3,5
"1111",1,3,2,NA,NA,2,3,3,2,NA,NA,1,2,3,1,NA,NA,NA,4,2
"1112",1,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,3,3
"1113",2,3,2,NA,NA,2,3,3,2,NA,NA,2,3,3,3,NA,NA,2,2,4
"1114",1,3,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"1115",1,3,2,NA,NA,4,4,3,2,NA,NA,2,4,4,3,NA,NA,1,4,3
"1116",2,3,2,NA,NA,3,3,3,2,NA,NA,4,3,3,1,NA,NA,2,5,3
"1117",2,3,2,NA,NA,3,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,4
"1118",2,4,2,NA,NA,2,3,3,2,NA,NA,2,4,4,1,NA,NA,1,4,4
"1119",2,4,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,2,3,2
"1120",2,4,1,4,5,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,5,2,3,3
"1121",1,4,1,3,11,NA,NA,NA,2,NA,NA,4,4,4,1,2,5,3,3,6
"1122",1,4,2,NA,NA,3,3,3,2,NA,NA,3,3,3,1,NA,NA,2,5,3
"1123",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"1124",2,4,1,2,0,NA,NA,NA,2,NA,NA,1,3,3,1,NA,NA,2,2,3
"1125",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,3,3
"1126",1,4,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,1,4,5
"1127",1,4,1,1,1,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,1,2,2
"1128",2,4,2,NA,NA,1,4,4,2,NA,NA,1,4,4,3,NA,NA,1,3,3
"1129",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1130",2,4,1,1,0,NA,NA,NA,2,NA,NA,3,3,4,1,NA,NA,2,4,4
"1131",1,4,2,NA,NA,2,4,4,2,NA,NA,3,3,3,3,NA,NA,2,4,4
"1132",2,4,2,NA,NA,4,4,NA,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1133",2,4,1,1,1,NA,NA,NA,2,NA,NA,4,3,4,1,2,1,2,2,2
"1134",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1135",2,4,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"1136",1,4,1,2,2,NA,NA,NA,1,0,4,NA,NA,NA,1,2,5,3,3,3
"1137",1,4,2,NA,NA,1,3,3,2,NA,NA,4,3,4,1,NA,NA,1,3,4
"1138",1,4,1,1,30,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,3,4
"1139",1,4,2,NA,NA,2,4,4,2,NA,NA,4,4,4,2,NA,NA,2,2,2
"1140",1,4,2,NA,NA,3,4,3,2,NA,NA,4,4,4,1,NA,NA,1,3,2
"1141",2,4,2,NA,NA,4,4,4,2,NA,NA,2,4,4,1,NA,NA,1,4,5
"1142",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,5
"1143",2,4,2,NA,NA,3,4,4,2,NA,NA,4,4,4,3,NA,NA,2,2,3
"1144",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"1145",1,4,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"1146",1,4,1,6,25,NA,NA,NA,1,9,2,NA,NA,NA,1,1,5,2,2,6
"1147",2,4,2,NA,NA,3,4,4,1,0,6,NA,NA,NA,1,NA,NA,2,3,3
"1148",1,4,1,4,26,NA,NA,NA,1,10,2,NA,NA,NA,1,2,5,2,4,4
"1149",2,4,2,NA,NA,1,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,2
"1150",1,4,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"1151",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,4
"1152",1,4,1,1,0,NA,NA,NA,1,0,7,NA,NA,NA,1,NA,NA,1,4,4
"1153",1,4,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"1154",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"1155",1,4,2,NA,NA,2,3,3,2,NA,NA,2,3,3,1,NA,NA,1,4,4
"1156",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,4
"1157",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,3
