"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"8743","F","7th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8744","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Rarely"
"8745","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8746","M","7th","No",NA,NA,"Yes","Yes","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,NA,NA,NA
"8747","F","7th","Yes","4","2",NA,NA,NA,"No",NA,NA,"Yes","Yes","Yes","No","Yes","Yes","No","Rarely","Rarely"
"8748","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8749","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"8750","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No",NA,"No",NA,NA,"Yes","Rarely","Sometimes"
"8751","F","7th","No",NA,NA,"Yes","No","No","Yes","0","Last Year",NA,NA,NA,"No",NA,NA,"No","Never","Always"
"8752","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"8753","M","8th","Yes","2","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8754","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"8755","M","8th","No",NA,NA,"No","Yes","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"8756","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Most of the time"
"8757","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Most of the time"
"8758","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8759","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"8760","F","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8761","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"8762","F","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"No","Rarely","Rarely"
"8763","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8764","F","8th","No",NA,NA,"Yes","No","No","Yes","0","Last 6 Months",NA,NA,NA,"Yes",NA,NA,"Yes","Most of the time","Sometimes"
"8765","M","8th","Yes","2","0",NA,NA,NA,"Yes","5","Last Month",NA,NA,NA,"Yes","Yes","No","Yes","Rarely","Rarely"
"8766","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8767","M","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Never","Never"
"8768","M","8th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"8769","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"8770","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Always"
"8771","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Always"
"8772","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8773","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Rarely"
"8774","F","8th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Most of the time"
"8775","F","8th","Yes",NA,"15",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes","No","No","No","Most of the time","Most of the time"
"8776","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8777","M","8th","No",NA,NA,"No","No","No","Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Sometimes"
"8778","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"8779","M","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Always"
"8780","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"8781","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8782","F","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"8783","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"8784","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"8785","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"8786","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No",NA,"No","No",NA,"Never","Never"
"8787","M","8th","Yes","6","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8788","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8789","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8790","F","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8791","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"8792","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Rarely"
"8793","F","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"8794","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Rarely"
"8795","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8796","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Rarely"
"8797","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8798","F","8th","No",NA,NA,"Yes","Yes","Yes","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Always","Sometimes"
"8799","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"8800","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","Yes","Not sure",NA,NA,"Yes","Rarely","Rarely"
"8801","F","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Most of the time"
"8802","F","8th","No",NA,NA,"Yes","No","Yes","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"No","Most of the time","Sometimes"
"8803","M","8th","Yes","3","10",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes","No","No","No","Always","Most of the time"
"8804","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8805","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"8806","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8807","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"8808","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Sometimes"
"8809","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"8810","F","6th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Not sure",NA,NA,"Yes","Most of the time","Always"
"8811","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Never"
"8812","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"8813","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA
"8814","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"8815","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"8816","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"8817","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8818","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"8819","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"8820","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Always","Sometimes"
"8821","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Rarely"
"8822","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Most of the time"
"8823","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"8824","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","I do not use the internet"
"8825","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","I do not use the internet","I do not use the internet"
"8826","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"8827","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"8828","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Most of the time"
"8829","M","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8830","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Rarely"
"8831","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"8832","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"8833","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"8834","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Sometimes"
"8835","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Sometimes"
"8836","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"8837","M","7th","No",NA,NA,"No",NA,"No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"8838","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"8839","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Rarely"
"8840","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"8841","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"8842","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"8843","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Sometimes"
"8844","M","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8845","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8846","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8847","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"8848","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"8849","F","7th","No",NA,NA,"No","Yes","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Rarely"
"8850","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8851","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"8852","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"8853","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"8854","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"8855","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"8856","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"8857","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Most of the time"
"8858","F","8th","No",NA,NA,"Yes","Yes","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8859","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Most of the time"
"8860","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"8861","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"8862","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes",NA,"Rarely"
"8863","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"8864","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"8865","F","8th","Yes","2","4",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes","No","Yes","Yes","Sometimes","Most of the time"
"8866","M","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"8867","M","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8868","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Rarely"
"8869","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8870","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8871","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Rarely"
"8872","M","6th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"8873","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Rarely"
"8874","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Rarely"
"8875","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Sometimes"
"8876","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Rarely"
"8877","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"8878","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
