"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet","Cigarette_Last_Usedd"
"14335","F","9th","Yes","15","10","S","S","S","No","S","S","No","No","No","Not sure","Yes","N","Yes","I do not use the internet","I do not use the internet",NA
"14336","M","9th","Yes","15","Last 7 Days","S","S","S","No","S","S","No","No","No","Yes","4","No","Yes","Most of the time","Sometimes",NA
"14337","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Most of the time","Sometimes",NA
"14338","M","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Rarely","Never",NA
"14339","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"14340","M","9th","Yes","100","30","S","S","S","No","S","S","No","No","No","Yes","Yes","No","No","Rarely","Most of the time",NA
"14341","M","9th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Not sure","No","S","Yes","Never","Rarely",NA
"14342","M","9th","Yes","1","Today","S","S","S","No","S","S","Yes","No","No","Yes","3","Yes","N","Rarely","Sometimes",NA
"14343","M","9th","Yes","15","Last 7 Days","S","S","S","No","S","S","No","No","No","Yes","3","Yes","Yes","Rarely","Rarely",NA
"14344","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"14345","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"14346","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Rarely","Never",NA
"14347","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14348","M","9th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"14349","M","9th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"14350","M","9th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"14351","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14352","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14353","F","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"14354","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Sometimes",NA
"14355","M","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Most of the time",NA
"14356","M","9th","No","S","S","Yes","Yes","Yes","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"14357","F","9th","Yes","75","15","S","S","S","Yes","0","Last Year","S","S","S","Yes","3","No","Yes","Sometimes","Rarely",NA
"14358","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","I do not use the internet","I do not use the internet",NA
"14359","F","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14360","M","9th","No","S","S","No","N","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Rarely",NA
"14361","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"14362","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"14363","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"14364","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Sometimes",NA
"14365","F","9th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","3","S","Yes","Most of the time","Sometimes",NA
"14366","F","9th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"14367","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"14368","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"14369","F","9th","Yes","100","15","S","S","S","Yes","0","5 Years Ago","S","S","S","Yes","Yes","Yes","Yes","Sometimes","Never",NA
"14370","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Always","Most of the time",NA
"14371","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14372","F","9th","Yes","35","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Not sure","6","S","Yes","Most of the time","Always",NA
"14373","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14374","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"14375","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Rarely",NA
"14376","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","Yes","Rarely","Rarely",NA
"14377","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14378","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"14379","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Never","Sometimes",NA
"14380","M","10th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","No","S","Yes","Rarely","Rarely",NA
"14381","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"14382","M","12th","No","S","S","Yes","Yes","Yes","Yes","0","Last 6 Months","S","S","S","Yes","No","S","Yes","Rarely","Never",NA
"14383","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"14384","M","10th","Yes","N","20","S","S","S","Yes","0","Last Year","S","S","S","No","3","Yes","Yes","Rarely","Rarely",NA
"14385","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14386","F","10th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14387","M","10th","Yes","100","30","S","S","S","No","S","S","No","No","No","Yes","No","Yes","Yes","Rarely","Rarely",NA
"14388","F","10th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"14389","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"14390","F","10th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14391","M","10th","Yes","75","30","S","S","S","No","S","S","No","No","No","Yes","6","Yes","Yes","Never","Always",NA
"14392","M","10th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14393","F","10th","No","S","S","Yes","Yes","Yes","No","S","S","No","No","No","Yes","5","S","Yes","Most of the time","Most of the time",NA
"14394","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"14395","M","10th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"14396","F","10th","Yes","100","1-4 Years Ago","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","No","Yes","Yes","Never","Never",NA
"14397","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"14398","M","10th","Yes","15","Today","S","S","S","No","S","S","No","No","No","Yes","No","Yes","Yes","Never","Never",NA
"14399","M","10th","Yes","100","25","S","S","S","Yes","1","Last 7 Days","S","S","S","Yes","4","Yes","Yes","Sometimes","Sometimes",NA
"14400","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14401","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14402","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","No","Rarely","Rarely",NA
"14403","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Sometimes",NA
"14404","F","10th","Yes","100","30","S","S","S","No","S","S","No","No","No","Yes","3","No","No","Never","Never",NA
"14405","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Rarely",NA
"14406","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14407","M","10th","Yes","1","0","S","S","S","No","S","S","No","Yes","No","Yes","3","S","Yes","Rarely","Rarely",NA
"14408","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Sometimes",NA
"14409","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Rarely","Rarely",NA
"14410","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14411","M","10th","Yes","1","0","S","S","S","No","S","S","No","No","No","No","4","S","Yes","Rarely","Sometimes",NA
"14412","F","10th","No","S","S","Yes","Yes","No","Yes","0","Last 6 Months","S","S","S","Yes","3","S","Yes","Most of the time","Most of the time",NA
"14413","F","10th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Most of the time",NA
"14414","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","No","Rarely","Rarely",NA
"14415","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Most of the time",NA
"14416","F","11th","Yes","15","Last 6 Months","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","Yes","Yes","Always","Sometimes",NA
"14417","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"14418","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14419","F","11th","Yes","100","30","S","S","S","Yes","25","Today","S","S","S","Yes","No","Yes","Yes","Most of the time","Most of the time",NA
"14420","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14421","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Most of the time",NA
"14422","M","11th","Yes","75","Today","S","S","S","Yes","0","Last Year","S","S","S","Yes","No","No","Yes","Never","Never",NA
"14423","F","11th","Yes","100","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","Yes","Yes","Sometimes","Sometimes",NA
"14424","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14425","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Most of the time",NA
"14426","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Never","Rarely",NA
"14427","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Rarely","Never",NA
"14428","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"14429","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"14430","M","11th","Yes","35","Last Year","S","S","S","Yes","2","E","S","S","S","No","No","No","Yes","Never","Never",NA
"14431","F","11th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","Yes","Yes","Always","Always",NA
"14432","M","11th","Yes","75","Today","S","S","S","No","S","S","No","No","No","Yes","4","N","Yes","Never","Most of the time",NA
"14433","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Sometimes",NA
"14434","F","11th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Rarely","Sometimes",NA
"14435","M","11th","No","S","S","No","No","No","Yes","0","1-4 Years Ago","S","S","S","Yes","6","S","Yes","Always","Always",NA
"14436","M","11th","Yes","100","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","No","Yes","Yes","I do not use the internet","I do not use the internet",NA
"14437","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"14438","M","11th","Yes","75","Last 7 Days","S","S","S","No","S","S","Yes","No","No","Yes","Yes","No","Yes","Most of the time","Most of the time",NA
"14439","M","11th","Yes","100","Last Year","S","S","S","No","S","S","No","No","No","No","Yes","Yes","Yes","Sometimes","Rarely",NA
"14440","M","11th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","5","S","Yes","Sometimes","Most of the time",NA
"14441","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","No","6","S","Yes","Always","Always",NA
"14442","F","11th","Yes","75","Last Month","S","S","S","Yes","0","5 Years Ago","S","S","S","Yes","4","No","Yes","Sometimes","Most of the time",NA
"14443","M","11th","Yes","100","30","S","S","S","Yes","0","Last Year","S","S","S","Yes","Yes","Yes","Yes","Never","Rarely",NA
"14444","F","11th","Yes","35","Today","S","S","S","Yes","0","5 Years Ago","S","S","S","No","3","Yes","Yes","Sometimes","Rarely",NA
"14445","F","11th","No","S","S","Yes","No","Yes","No","S","S","N","N","N","No","4","S","Yes","Sometimes","Sometimes",NA
"14446","F","11th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"14447","M","11th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"14448","F","11th","Yes","75","Last 7 Days","S","S","S","No","S","S","No","No","No","No","Yes","No","Yes","Always","Rarely",NA
"14449","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","No","Rarely","Rarely",NA
"14450","M","11th","Yes","100","30","S","S","S","No","S","S","Yes","No","No","Yes","Yes","No","No","Never","Rarely",NA
"14451","M","11th","Yes","100","Today","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","No","No","Yes","Never","Never",NA
"14452","M","11th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Sometimes",NA
"14453","F","11th","Yes","35","25","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","No","Yes","Yes","Rarely","Rarely",NA
"14454","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"14455","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"14456","M","12th","Yes","75","0","S","S","S","Yes","0","Last Year","S","S","S","Yes","Yes","S","Yes","Never","Never",NA
"14457","F","12th","Yes","1","0","S","S","S","Yes","0","5 Years Ago","S","S","S","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"14458","M","12th","Yes","100","29","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Not sure","Yes","Yes","Yes","Never","Never",NA
"14459","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14460","F","12th","Yes","100","30","S","S","S","Yes","1","3","S","S","S","Yes","No","No","No","Always","Always","Last Month"
"14461","F","12th","Yes","75","8","S","S","S","No","S","S","No","No","No","Yes","4","No","Yes","Most of the time","Most of the time",NA
"14462","M","12th","Yes","100","15","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","3","Yes","Yes","Rarely","Rarely",NA
"14463","M","12th","Yes","100","29","S","S","S","No","S","S","No","No","No","Yes","Yes","Yes","Yes","Rarely","Sometimes",NA
"14464","F","12th","Yes","75","0","S","S","S","Yes","0","5 Years Ago","S","S","S","No","3","S","Yes","Rarely","Rarely",NA
"14465","M","12th","Yes","100","28","S","S","S","Yes","30","Today","S","S","S","Yes","No","Yes","No","Rarely","Never",NA
"14466","F","12th","No","S","S","Yes","Yes","Yes","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"14467","M","12th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","4","S","Yes","Most of the time","Always",NA
"14468","F","12th","Yes","75","20","S","S","S","No","S","S","No","No","No","N","3","No","Yes","Rarely","Rarely",NA
"14469","M","12th","Yes","75","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","3","S","No","Rarely","Rarely",NA
"14470","F","12th","Yes","100","30","S","S","S","Yes","0","5 Years Ago","S","S","S","Yes","3","Yes","Yes","Sometimes","Sometimes",NA
"14471","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"14472","F","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Sometimes",NA
"14473","M","12th","Yes","35","25","S","S","S","No","S","S","No","N","No","Yes","N","Yes","No","N","Never",NA
"14474","F","12th","Yes","100","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","No","Yes","Sometimes","Sometimes",NA
"14475","M","12th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Most of the time","Never",NA
"14476","F","12th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Rarely",NA
"14477","F","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Rarely",NA
"14478","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"14479","F","12th","Yes","100","30","S","S","S","Yes","30","Today","S","S","S","No","4","No","Yes","Sometimes","Sometimes",NA
"14480","F","12th","Yes","15","0","S","S","S","No","S","S","Yes","No","No","Yes","No","S","No","Never","Most of the time",NA
"14481","M","12th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"14482","M","12th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14483","F","12th","Yes","15","Last 6 Months","S","S","S","No","S","S","No","No","No","No","No","No","Yes","Sometimes","Rarely",NA
"14484","M","12th","Yes","100","30","S","S","S","No","S","S","No","No","No","Yes","3","No","Yes","Rarely","Rarely",NA
"14485","M","12th","Yes","75","12","S","S","S","Yes","20","Today","S","S","S","Yes","4","Yes","Yes","Sometimes","Sometimes",NA
"14486","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"14487","F","12th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"14488","M","12th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","5","S","Yes","Sometimes","Sometimes",NA
"14489","F","12th","Yes","100","Last Year","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","No","No","Yes","Sometimes","Rarely",NA
"14490","M","12th","Yes","75","15","S","S","S","No","S","S","No","No","No","Yes","No","No","No","Rarely","Never",NA
"14491","M","12th","Yes","75","27","S","S","S","Yes","4","Today","S","S","S","Yes","Yes","Yes","Yes","Sometimes","Sometimes",NA
"14492","F","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"14493","M","12th","Yes","75","0","S","S","S","No","S","S","No","No","No","Not sure","Yes","S","No","Sometimes","Sometimes",NA
"14494","M","11th","No","S","S","No","No","No","Yes","0","Last Year","S","S","S","No","Yes","S","Yes","Never","Rarely",NA
"14495","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Never","Never",NA
