"","Year","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"1",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Never"
"2",2018,"F","7th","No","1","Today","Yes","Yes","No","No","1","Today","No","Yes","No","Yes","No","1","Yes","Most of the time","Sometimes"
"3",2018,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"4",2018,"F","7th","No","1","Today","Yes","Yes","No","No","1","Today","Yes","No","No","Yes","No","1","Yes","Rarely","Sometimes"
"5",2018,"M","7th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Yes","No","1","Yes","Rarely","Rarely"
"6",2018,"F","7th","Yes","","","Yes","Yes","Yes","Yes","1","5 Years Ago","No","No","No","Yes","No","1","Yes","Rarely","Most of the time"
"7",2018,"M","7th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Rarely"
"8",2018,"M","7th","No","1","Today","No","No","No","Yes","1","8","No","No","No","No","No","1","Yes","Rarely","Never"
"9",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Always","Always"
"10",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","1","Yes","Never","Sometimes"
"11",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"12",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"13",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","6","Yes","Always","Sometimes"
"14",2018,"M","7th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"15",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"16",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","","Sometimes"
"17",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","No","No","1","No","Sometimes","I do not use the internet"
"18",2018,"F","7th","No","1","Today","Yes","Yes","No","Yes","1","Last 6 Months","Yes","Yes","No","Not Sure","No","1","No","Never","Rarely"
"19",2018,"F","7th","Yes","1","Today","Yes","Yes","No","No","1","Today","Yes","Yes","No","Not Sure","No","1","Yes","Sometimes","Sometimes"
"20",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"21",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"22",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"23",2018,"F","7th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Yes","Yes","1","Yes","Always","Rarely"
"24",2018,"M","7th","Yes","75","Today","Yes","Yes","Yes","Yes","2","5 Years Ago","Yes","Yes","Yes","Yes","No","2","Yes","Sometimes","Sometimes"
"25",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"26",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Rarely"
"27",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"28",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","","",""
"29",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","",""
"30",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Rarely"
"31",2018,"","","No","1","Today","No","No","No","No","1","Last 6 Months","No","Yes","Yes","Not Sure","No","6","","Most of the time",""
"32",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Most of the time","Sometimes"
"33",2018,"M","7th","Yes","75","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"34",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","1","Yes","Most of the time","Most of the time"
"35",2018,"F","","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Never"
"36",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Most of the time"
"37",2018,"","","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Never"
"38",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","*","Yes","Yes","Yes","No","6","Yes","Never","Rarely"
"39",2018,"M","7th","Yes","15","Today","Yes","No","No","Yes","1","8","Yes","No","No","Not Sure","No","1","Yes","Never","Never"
"40",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Sometimes","Sometimes"
"41",2018,"","","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Most of the time"
"42",2018,"M","","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Always","Rarely"
"43",2018,"F","","No","1","Today","No","No","No","No","1","Today","No","No","No","","No","1","Yes","",""
"44",2018,"","","No","1","Today","Yes","","","No","1","Today","No","No","No","Yes","","1","No","Sometimes","Sometimes"
"45",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Rarely"
"46",2018,"M","7th","Yes","15","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Not Sure","","","Yes","Sometimes","Rarely"
"47",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Rarely"
"48",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Sometimes"
"49",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Most of the time","Sometimes"
"50",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","Yes","Yes","No","Not Sure","No","1","Yes","Rarely","Sometimes"
"51",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Never"
"52",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"53",2018,"F","6th","","1","Today","No","No","Yes","Yes","2","8","Yes","Yes","Yes","Not Sure","No","6","","Rarely","Most of the time"
"54",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","Yes","1","Yes","Sometimes","Sometimes"
"55",2018,"M","6th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Yes","No","1","No","Rarely","Rarely"
"56",2018,"M","6th","No","1","Today","No","No","No","Yes","1","8","No","No","No","Yes","No","1","Yes","Never","Never"
"57",2018,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Most of the time","Sometimes"
"58",2018,"M","6th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Yes","No","1","No","Most of the time","Rarely"
"59",2018,"F","6th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Not Sure","No","1","Yes","Rarely","Rarely"
"60",2018,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Never"
"61",2018,"F","6th","No","1","Today","Yes","Yes","Yes","Yes","1","5 Years Ago","Yes","Yes","Yes","Yes","No","1","Yes","Never","Sometimes"
"62",2018,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"63",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Sometimes","Sometimes"
"64",2018,"M","6th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","Yes","Yes","Yes","*","1","","Rarely",""
"65",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Rarely"
"66",2018,"M","6th","No","1","Today","No","Yes","No","No","1","Today","No","No","No","No","No","1","Yes","Sometimes","Most of the time"
"67",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","1","Yes","Never","Rarely"
"68",2018,"F","6th","No","1","Today","No","Yes","Yes","No","1","Today","Yes","No","No","Yes","No","1","Yes","Sometimes","Rarely"
"69",2018,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Never"
"70",2018,"M","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","1","Yes","Rarely","Most of the time"
"71",2018,"M","6th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Yes","No","1","","",""
"72",2018,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"73",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"74",2018,"F","6th","No","75","Today","Yes","No","No","Yes","1","8","Yes","No","No","Yes","No","1","Yes","Rarely","Always"
"75",2018,"M","6th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Not Sure","No","1","Yes","Most of the time","Never"
"76",2018,"M","6th","Yes","75","Today","No","No","Yes","No","","Today","No","No","","Yes","","","No","Sometimes","Rarely"
"77",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Rarely","Rarely"
"78",2018,"F","6th","No","1","Today","No","No","No","Yes","1","5 Years Ago","No","No","No","Yes","No","1","No","Never","Sometimes"
"79",2018,"M","6th","No","1","Today","Yes","No","No","Yes","1","8","No","No","No","Not Sure","No","1","Yes","Never","Never"
"80",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Rarely"
"81",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Sometimes"
"82",2018,"","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","","","","","I do not use the internet",""
"83",2018,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Sometimes","Rarely"
"84",2018,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"85",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","6","","Never","*"
"86",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"87",2018,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Never"
"88",2018,"F","8th","No","1","Today","Yes","Yes","No","No","1","Today","No","No","No","Not Sure","No","1","No","Never","Rarely"
"89",2018,"F","8th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","Yes","No","Yes","No","1","No","Never","Sometimes"
"90",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","6","Yes","Rarely","Rarely"
"91",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Sometimes"
"92",2018,"M","8th","No","1","Today","Yes","No","No","Yes","1","5 Years Ago","Yes","No","No","Yes","No","1","Yes","Never","Rarely"
"93",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Rarely","Sometimes"
"94",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Always"
"95",2018,"","","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Rarely"
"96",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","","No","1","","",""
"97",2018,"F","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"98",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Most of the time"
"99",2018,"F","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Sometimes"
"100",2018,"F","8th","Yes","15","Last 7 Days","Yes","Yes","Yes","Yes","1","1-4 Years Ago","Yes","Yes","Yes","Yes","No","1","Yes","",""
"101",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Rarely"
"102",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"103",2018,"F","8th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Not Sure","No","1","Yes","Most of the time","Sometimes"
"104",2018,"F","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"105",2018,"F","8th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Most of the time"
"106",2018,"F","8th","Yes","15","1-4 Years Ago","Yes","No","No","Yes","1","5 Years Ago","Yes","No","No","Yes","No","5","Yes","Never","Most of the time"
"107",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Sometimes"
"108",2018,"F","8th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","No","No","1","Yes","Most of the time","Sometimes"
"109",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","No","Rarely","Most of the time"
"110",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Most of the time","Most of the time"
"111",2018,"M","8th","No","1","Today","Yes","Yes","No","No","1","Today","Yes","Yes","No","Yes","Yes","1","Yes","Sometimes","Rarely"
"112",2018,"M","8th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","No","No","1","No","Sometimes","Sometimes"
"113",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Sometimes"
"114",2018,"M","8th","Yes","15","Today","Yes","Yes","Yes","No","1","Today","Yes","Yes","Yes","Yes","No","6","Yes","Always","Always"
"115",2018,"F","8th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","Yes","No","Not Sure","Yes","1","No","Never","Rarely"
"116",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","No","Never","I do not use the internet"
"117",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","","",""
"118",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","No","Rarely","Rarely"
"119",2018,"F","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","No","Never","Sometimes"
"120",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Most of the time","Always"
"121",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Rarely"
"122",2018,"M","8th","Yes","75","Today","Yes","No","No","Yes","1","5 Years Ago","Yes","No","No","Yes","No","1","Yes","Sometimes","Most of the time"
"123",2018,"F","8th","Yes","75","Today","Yes","Yes","Yes","Yes","1","8","Yes","No","No","Not Sure","No","3","Yes","Rarely","Rarely"
"124",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","","No","1","","",""
"125",2018,"F","8th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","No","No","","Yes","3","","",""
"126",2018,"M","8th","","","","","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Rarely"
"127",2018,"M","8th","No","","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Most of the time"
"128",2018,"F","8th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","Yes","Yes","Yes","No","1","No","Most of the time","Always"
"129",2018,"M","8th","Yes","75","Today","Yes","No","No","No","1","Today","Yes","No","No","Yes","","1","Yes","Rarely","Rarely"
"130",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Never"
"131",2018,"F","8th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","Yes","Yes","Not Sure","No","1","No","Most of the time","Sometimes"
"132",2018,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"133",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Sometimes","Most of the time"
"134",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"135",2018,"F","7th","No","1","Today","Yes","Yes","Yes","Yes","1","5 Years Ago","Yes","Yes","Yes","Yes","Yes","6","Yes","Rarely","Rarely"
"136",2018,"M","7th","Yes","75","Today","No","No","No","Yes","1","5 Years Ago","No","No","No","Yes","No","1","Yes","Always","Rarely"
"137",2018,"M","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Sometimes"
"138",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Most of the time"
"139",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Never"
"140",2018,"F","7th","No","1","Today","No","No","No","Yes","1","1-4 Years Ago","Yes","No","No","Not Sure","No","2","Yes","Sometimes","Sometimes"
"141",2018,"M","7th","Yes","15","Today","Yes","No","No","Yes","1","5 Years Ago","Yes","No","No","No","No","1","Yes","Never","Rarely"
"142",2018,"F","8th","No","1","Today","Yes","No","Yes","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Rarely"
"143",2018,"F","8th","Yes","15","Today","Yes","No","No","No","1","Today","Yes","No","No","Yes","No","2","Yes","Sometimes","Sometimes"
"144",2018,"F","8th","No","1","Today","No","No","No","Yes","1","8","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"145",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Rarely","Never"
"146",2018,"M","7th","","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Sometimes"
"147",2018,"M","7th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Yes","No","1","Yes","Sometimes","Rarely"
"148",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Never"
"149",2018,"F","7th","Yes","35","Today","Yes","Yes","Yes","Yes","1","5 Years Ago","Yes","Yes","Yes","Yes","No","1","Yes","Never","Rarely"
"150",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","1","No","Rarely","Rarely"
"151",2018,"F","7th","Yes","75","Last 6 Months","No","Yes","Yes","Yes","3","Last Month","No","Yes","Yes","Yes","Yes","2","Yes","","Sometimes"
"152",2018,"F","7th","Yes","1","Today","Yes","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Most of the time","Sometimes"
"153",2018,"F","7th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Never"
"154",2018,"","","","35","Last 7 Days","Yes","Yes","Yes","Yes","1","5 Years Ago","Yes","No","No","Yes","Yes","5","No","","Always"
"155",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Sometimes","Sometimes"
"156",2018,"M","7th","Yes","15","Today","Yes","No","No","Yes","1","1-4 Years Ago","Yes","No","No","Yes","No","1","Yes","Never","Rarely"
"157",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Sometimes","Sometimes"
"158",2018,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Rarely"
"159",2018,"M","7th","No","1","Today","No","No","","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"160",2018,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Sometimes"
"161",2018,"M","7th","No","1","Today","No","No","No","Yes","","5 Years Ago","No","No","No","","No","1","Yes","Rarely","Rarely"
"162",2018,"F","8th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","Yes","Yes","Not Sure","No","1","Yes","Sometimes","Sometimes"
"163",2018,"M","8th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Never"
"164",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Rarely"
"165",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Never"
"166",2018,"F","8th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Yes","No","1","Yes","Most of the time","Rarely"
"167",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Never"
"168",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Rarely"
"169",2018,"M","8th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","No","No","1","Yes","I do not use the internet","Never"
"170",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Sometimes"
"171",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"172",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","No","Never","Never"
"173",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","I do not use the internet","I do not use the internet"
"174",2018,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Never","Never"
"175",2018,"F","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Most of the time"
"176",2018,"F","8th","Yes","75","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Sometimes"
"177",2018,"M","8th","Yes","75","Last 7 Days","Yes","Yes","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Sometimes"
"178",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"179",2018,"M","8th","No","1","Today","Yes","Yes","No","No","1","Today","Yes","Yes","No","Yes","No","1","No","Most of the time","Always"
"180",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Most of the time","Most of the time"
"181",2018,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","","Sometimes"
"182",2018,"F","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","","No","","","",""
"183",2018,"F","11th","","","","No","","","Yes","1","Last Year","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"184",2018,"M","12th","Yes","75","5 Years Ago","Yes","Yes","Yes","No","1","Today","No","No","No","No","No","1","Yes","Never","Rarely"
"185",2018,"F","12th","Yes","35","Today","Yes","No","No","Yes","1","1-4 Years Ago","Yes","No","No","Not Sure","No","6","Yes","",""
"186",2018,"M","12th","Yes","35","Today","Yes","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Never"
"187",2018,"M","12th","Yes","7","5 Years Ago","Yes","Yes","Yes","No","1","Today","No","No","No","","No","1","","",""
"188",2018,"M","12th","Yes","7","5 Years Ago","Yes","Yes","Yes","Yes","1","5 Years Ago","No","No","No","Yes","No","1","No","Sometimes","Sometimes"
"189",2018,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Rarely"
"190",2018,"M","12th","Yes","75","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"191",2018,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Rarely"
"192",2018,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Rarely"
"193",2018,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Never"
"194",2018,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Never","Rarely"
"195",2018,"F","12th","Yes","75","Last 6 Months","Yes","Yes","Yes","No","1","Today","No","Yes","Yes","Not Sure","No","1","Yes","Rarely","I do not use the internet"
"196",2018,"F","12th","No","1","Today","No","No","No","Yes","1","8","No","No","No","No","No","1","No","Sometimes","Sometimes"
"197",2018,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Rarely"
"198",2018,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Rarely","Always"
"199",2018,"F","12th","Yes","35","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Yes","Yes","1","Yes","Never","Never"
"200",2018,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Sometimes"
"201",2018,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Never","Rarely"
"202",2018,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","1","Yes","Rarely","I do not use the internet"
"203",2018,"F","12th","Yes","35","Today","No","No","No","Yes","1","5 Years Ago","No","No","No","Not Sure","No","1","Yes","Rarely","Rarely"
"204",2018,"F","12th","","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","",""
"205",2018,"F","12th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","","","","","",""
"206",2018,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Sometimes"
"207",2018,"M","12th","Yes","7","5 Years Ago","Yes","Yes","Yes","Yes","5","Last Month","Yes","Yes","Yes","No","Yes","6","No","","Rarely"
"208",2018,"M","12th","Yes","7","5 Years Ago","Yes","Yes","No","No","1","Today","No","No","No","No","Yes","2","No","Never","Never"
"209",2018,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Rarely"
"210",2018,"","","No","1","","No","","","","","Today","","No","No","","","","","",""
"211",2018,"M","12th","Yes","75","Last Month","Yes","Yes","Yes","No","1","Today","No","No","No","","Yes","3","","",""
"212",2018,"M","10th","Yes","75","Today","No","No","No","Yes","1","1-4 Years Ago","No","Yes","No","Not Sure","No","","No","Always","Always"
"213",2018,"F","9th","Yes","100","Last 6 Months","Yes","Yes","Yes","Yes","1","1-4 Years Ago","Yes","Yes","Yes","Yes","No","6","Yes","Sometimes","Sometimes"
"214",2018,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Never"
"215",2018,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Rarely","Never"
"216",2018,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","1","Yes","Sometimes","Sometimes"
"217",2018,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","1","Yes","Sometimes","Sometimes"
"218",2018,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","6","Yes","Rarely","Rarely"
