"","Year","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Any_Tobacco_Craving","E_Cig_Promotions_Internet"
"11042",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11043",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11044",2016,"F","10th","No","1","Today","No","No","No","Yes","2","Today","Yes","No","No","Most of the time"
"11045",2016,"M","10th","No","1","Today","No","No","No","Yes","4","Today","No","No","No","Never"
"11046",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11047",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","Yes","Most of the time"
"11048",2016,"F","10th","No","1","Today","No","No","No","Yes","4","Today","No","Yes","Yes","Always"
"11049",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Never"
"11050",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11051",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11052",2016,"F","10th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"11053",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11054",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"11055",2016,"F","10th","Yes","7","","Yes","Yes","No","Yes","2","Today","No","No","Yes","Never"
"11056",2016,"F","10th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","Rarely"
"11057",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11058",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11059",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11060",2016,"F","10th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Most of the time"
"11061",2016,"F","11th","No","1","Today","No","No","No","Yes","4","Today","No","No","No","Rarely"
"11062",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11063",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11064",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11065",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11066",2016,"F","11th","Yes","15","Today","Yes","Yes","Yes","Yes","2","Today","Yes","No","No","Rarely"
"11067",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11068",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"11069",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11070",2016,"M","11th","Yes","15","Today","No","Yes","Yes","No","1","Today","No","No","No","Rarely"
"11071",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"11072",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"11073",2016,"F","11th","","","","No","","","No","1","Today","No","No","No",""
"11074",2016,"M","12th","No","1","Today","No","No","No","No","8","Today","No","No","No","Never"
"11075",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11076",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11077",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11078",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11079",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11080",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","",""
"11081",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11082",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11083",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11084",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11085",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11086",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11087",2016,"M","11th","No","1","Today","","No","No","No","1","Today","Yes","No","No","Most of the time"
"11088",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11089",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11090",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11091",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11092",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","Yes","I do not use the internet"
"11093",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"11094",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"11095",2016,"M","12th","No","100","Last Month","Yes","Yes","No","Yes","8","5 Years Ago","Yes","Yes","No","Always"
"11096",2016,"M","12th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","Rarely"
"11097",2016,"M","12th","Yes","75","Today","","Yes","Yes","No","2","Today","Yes","Yes","","Never"
"11098",2016,"M","12th","No","1","Today","No","No","No","Yes","8","5 Years Ago","Yes","Yes","Yes","Sometimes"
"11099",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"11100",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11101",2016,"M","12th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Always"
"11102",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"11103",2016,"F","12th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","I do not use the internet"
"11104",2016,"M","12th","No","75","Last 7 Days","Yes","Yes","Yes","Yes","1","Last 7 Days","Yes","No","No","Sometimes"
"11105",2016,"F","11th","Yes","1","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"11106",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11107",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11108",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11109",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11110",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11111",2016,"F","10th","No","1","Today","No","No","No","Yes","2","Today","Yes","No","Yes","Rarely"
"11112",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11113",2016,"F","12th","Yes","1","Today","Yes","No","No","Yes","2","Today","Yes","No","No","Rarely"
"11114",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11115",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"11116",2016,"F","7th","Yes","15","Today","","Yes","Yes","Yes","2","Today","No","No","No","Sometimes"
"11117",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11118",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11119",2016,"F","7th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","Yes","No","Sometimes"
"11120",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11121",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11122",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11123",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11124",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11125",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11126",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11127",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11128",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11129",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11130",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"11131",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11132",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11133",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11134",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11135",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11136",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11137",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"11138",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11139",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Most of the time"
"11140",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11141",2016,"M","7th","Yes","35","Last 6 Months","Yes","No","Yes","Yes","","Last 7 Days","No","No","No","Sometimes"
"11142",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11143",2016,"F","7th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11144",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11145",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11146",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11147",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11148",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11149",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11150",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11151",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11152",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11153",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11154",2016,"F","6th","Yes","75","Today","Yes","No","No","No","1","Today","Yes","No","No","Never"
"11155",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11156",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11157",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11158",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11159",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11160",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11161",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11162",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11163",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11164",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"11165",2016,"M","6th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Never"
"11166",2016,"M","6th","Yes","15","Today","Yes","No","No","Yes","3","Today","Yes","No","No","Sometimes"
"11167",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11168",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11169",2016,"F","6th","Yes","75","Last 7 Days","Yes","No","No","Yes","3","Last 7 Days","No","No","Yes","Rarely"
"11170",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"11171",2016,"M","8th","No","1","Today","No","No","Yes","No","1","Today","No","No","No","Sometimes"
"11172",2016,"M","8th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Never"
"11173",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11174",2016,"M","8th","Yes","35","Last Month","Yes","Yes","Yes","No","1","Today","Yes","No","No","Rarely"
"11175",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11176",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11177",2016,"M","8th","No","1","Today","No","No","No","Yes","2","Today","Yes","","No","Rarely"
"11178",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11179",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11180",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11181",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11182",2016,"M","8th","Yes","75","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"11183",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11184",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"11185",2016,"M","8th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"11186",2016,"M","8th","Yes","100","Last 7 Days","Yes","Yes","Yes","Yes","4","Today","Yes","No","Yes","Rarely"
"11187",2016,"F","8th","Yes","15","Last Month","Yes","Yes","Yes","Yes","2","Today","No","No","No","Always"
"11188",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11189",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11190",2016,"F","7th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Sometimes"
"11191",2016,"F","7th","No","1","Today","Yes","Yes","No","No","1","Today","No","No","Yes","Never"
"11192",2016,"M","7th","No","1","Today","Yes","Yes","No","Yes","3","Today","Yes","No","Yes","Never"
"11193",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11194",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11195",2016,"F","7th","No","1","Today","No","No","No","No","3","Today","Yes","Yes","Yes","Rarely"
"11196",2016,"F","7th","No","1","Today","Yes","Yes","No","No","1","Today","Yes","No","Yes","Never"
"11197",2016,"M","7th","Yes","100","Last 7 Days","Yes","Yes","Yes","Yes","7","Last 7 Days","Yes","Yes","Yes","Rarely"
"11198",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"11199",2016,"M","7th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"11200",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11201",2016,"M","7th","No","1","Today","Yes","Yes","No","No","1","Today","Yes","Yes","No","Rarely"
"11202",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"11203",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11204",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11205",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11206",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"11207",2016,"M","7th","Yes","100","Last 7 Days","Yes","Yes","Yes","Yes","2","Last 7 Days","No","No","No","Rarely"
"11208",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11209",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11210",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11211",2016,"F","8th","No","1","Today","Yes","Yes","No","No","1","Today","No","No","Yes","Rarely"
"11212",2016,"M","8th","Yes","100","Last Year","Yes","Yes","Yes","Yes","2","Today","No","No","No","Rarely"
"11213",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11214",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Never"
"11215",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11216",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11217",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11218",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11219",2016,"F","8th","Yes","75","Today","No","No","No","Yes","2","Today","No","No","No","Rarely"
"11220",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11221",2016,"F","8th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","Always"
"11222",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11223",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11224",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"11225",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11226",2016,"F","8th","No","1","Today","No","No","No","Yes","2","Today","No","No","Yes","Rarely"
"11227",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11228",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"11229",2016,"F","8th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"11230",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11231",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11232",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11233",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"11234",2016,"M","8th","","","","No","","","No","1","Today","No","No","",""
"11235",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11236",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11237",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Always"
"11238",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11239",2016,"F","6th","Yes","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11240",2016,"F","6th","Yes","75","Today","No","Yes","No","No","1","Today","No","No","No","Rarely"
"11241",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11242",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Never"
"11243",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11244",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11245",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11246",2016,"M","6th","Yes","75","Today","No","No","No","Yes","2","Today","No","No","No","Rarely"
"11247",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11248",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"11249",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11250",2016,"M","6th","No","1","Today","","No","No","Yes","2","Today","Yes","No","No","Always"
"11251",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11252",2016,"M","6th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Never"
"11253",2016,"M","6th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Never"
"11254",2016,"M","6th","No","1","Today","Yes","Yes","No","No","1","Today","Yes","Yes","Yes","I do not use the internet"
"11255",2016,"F","6th","No","1","Today","","No","No","No","1","Today","Yes","No","No","Rarely"
"11256",2016,"F","6th","No","1","Today","No","No","No","Yes","3","Today","No","No","No","Most of the time"
"11257",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11258",2016,"M","6th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"11259",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11260",2016,"","","No","1","Today","Yes","Yes","Yes","Yes","2","Today","Yes","No","","Rarely"
"11261",2016,"M","6th","Yes","75","Today","Yes","No","No","Yes","8","Today","Yes","No","Yes","Always"
"11262",2016,"F","6th","","","","","","","No","1","Today","Yes","No","No",""
"11263",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11264",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"11265",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11266",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11267",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11268",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11269",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11270",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11271",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11272",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11273",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11274",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11275",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11276",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11277",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11278",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11279",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11280",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11281",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11282",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11283",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11284",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11285",2016,"M","8th","Yes","75","Today","Yes","Yes","Yes","No","1","Today","Yes","Yes","No","Sometimes"
"11286",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11287",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11288",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11289",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11290",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11291",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11292",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11293",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11294",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11295",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11296",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11297",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11298",2016,"M","8th","No","1","Today","Yes","Yes","No","No","1","Today","No","No","No","Rarely"
"11299",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11300",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11301",2016,"M","8th","Yes","75","Today","Yes","No","No","No","1","Today","Yes","Yes","No","Sometimes"
"11302",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11303",2016,"M","8th","Yes","100","1-4 Years Ago","Yes","Yes","Yes","Yes","5","Today","Yes","No","No","Rarely"
"11304",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11305",2016,"M","12th","Yes","7","5 Years Ago","No","No","No","Yes","8","5 Years Ago","Yes","Yes","Yes","Sometimes"
"11306",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11307",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11308",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11309",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11310",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11311",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"11312",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11313",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11314",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11315",2016,"M","7th","No","1","Today","No","No","No","","1","Today","","","No","Most of the time"
"11316",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11317",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11318",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11319",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11320",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11321",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11322",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11323",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11324",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"11325",2016,"M","7th","Yes","75","Last 7 Days","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"11326",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11327",2016,"M","7th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"11328",2016,"M","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"11329",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11330",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"11331",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"11332",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11333",2016,"M","7th","Yes","75","Last Year","Yes","Yes","Yes","Yes","7","Last 6 Months","Yes","Yes","Yes","Rarely"
"11334",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11335",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"11336",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"11337",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
