"","Year","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Any_Tobacco_Craving","E_Cig_Promotions_Internet"
"1560",2016,"M","6th","Yes","100","Last Year","","Yes","Yes","No","1","Today","Yes","Yes","No","Always"
"1561",2016,"F","6th","No","1","Today","Yes","No","No","Yes","3","Today","Yes","Yes","Yes","Sometimes"
"1562",2016,"M","6th","No","1","Today","","No","No","No","1","Today","No","No","No","Rarely"
"1563",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1564",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1565",2016,"M","6th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Always"
"1566",2016,"M","6th","Yes","75","Today","Yes","No","No","Yes","2","Today","Yes","No","Yes","Always"
"1567",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1568",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1569",2016,"M","6th","Yes","15","Today","Yes","No","Yes","No","1","Today","No","No","No","Rarely"
"1570",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1571",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1572",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1573",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1574",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Most of the time"
"1575",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1576",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1577",2016,"M","7th","Yes","15","Today","Yes","No","No","Yes","4","Today","No","No","No","Most of the time"
"1578",2016,"M","8th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"1579",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1580",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"1581",2016,"M","8th","No","1","Today","Yes","No","No","Yes","5","Today","Yes","No","No","Rarely"
"1582",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1583",2016,"F","12th","No","1","Today","Yes","No","No","Yes","2","Today","No","No","No","Rarely"
"1584",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"1585",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1586",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1587",2016,"F","12th","No","1","Today","Yes","No","Yes","No","1","Today","No","No","No","Sometimes"
"1588",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1589",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1590",2016,"M","12th","Yes","75","Today","Yes","No","Yes","No","2","Today","No","No","No","Rarely"
"1591",2016,"F","12th","No","1","Today","No","No","No","Yes","8","Last Year","Yes","Yes","Yes","Never"
"1592",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1593",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1594",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1595",2016,"F","12th","Yes","15","Last 7 Days","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1596",2016,"F","12th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1597",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1598",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1599",2016,"F","12th","No","1","Today","Yes","No","Yes","No","1","Today","No","No","No","Rarely"
"1600",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1601",2016,"M","12th","Yes","35","Last Month","Yes","Yes","Yes","No","1","Today","Yes","No","No","Sometimes"
"1602",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1603",2016,"F","12th","Yes","75","Last 7 Days","Yes","Yes","Yes","No","1","Today","Yes","No","No","Most of the time"
"1604",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1605",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1606",2016,"F","12th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Most of the time"
"1607",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1608",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1609",2016,"M","12th","Yes","15","1-4 Years Ago","Yes","Yes","Yes","Yes","8","Today","Yes","No","No","Never"
"1610",2016,"F","12th","No","1","Today","No","No","No","Yes","2","Today","Yes","No","No","Sometimes"
"1611",2016,"M","12th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","Never"
"1612",2016,"F","12th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"1613",2016,"M","12th","Yes","75","Last 6 Months","Yes","Yes","Yes","No","1","Today","No","No","No","Rarely"
"1614",2016,"M","12th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"1615",2016,"F","12th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1616",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1617",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","","Rarely"
"1618",2016,"M","12th","Yes","7","5 Years Ago","Yes","Yes","Yes","Yes","4","Today","No","No","No","Sometimes"
"1619",2016,"F","12th","Yes","35","Last 7 Days","Yes","Yes","Yes","Yes","4","Today","Yes","No","No","Rarely"
"1620",2016,"F","12th","Yes","75","Today","Yes","No","No","Yes","4","Last 7 Days","Yes","Yes","No","Sometimes"
"1621",2016,"F","12th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","Most of the time"
"1622",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1623",2016,"M","12th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1624",2016,"F","12th","Yes","75","Last 7 Days","Yes","No","No","Yes","5","Last 7 Days","Yes","Yes","No","Most of the time"
"1625",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1626",2016,"F","12th","Yes","15","Today","Yes","No","Yes","Yes","4","Today","Yes","No","No","Rarely"
"1627",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1628",2016,"M","12th","Yes","7","Today","Yes","Yes","Yes","Yes","8","Today","Yes","No","No","Most of the time"
"1629",2016,"F","12th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"1630",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1631",2016,"F","12th","Yes","15","Today","Yes","Yes","No","No","1","Today","Yes","No","No","Rarely"
"1632",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1633",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1634",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1635",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1636",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1637",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1638",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1639",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1640",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1641",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1642",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","Yes","No","Rarely"
"1643",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1644",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1645",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1646",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1647",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1648",2016,"M","10th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"1649",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1650",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1651",2016,"M","10th","No","1","Today","No","No","","No","1","5 Years Ago","No","No","No","Always"
"1652",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1653",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"1654",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1655",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1656",2016,"F","10th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"1657",2016,"F","10th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","Sometimes"
"1658",2016,"F","10th","Yes","75","Today","Yes","Yes","No","No","1","Today","No","No","No","Sometimes"
"1659",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1660",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"1661",2016,"F","11th","Yes","75","Today","Yes","No","Yes","Yes","8","Last 7 Days","Yes","Yes","Yes","Never"
"1662",2016,"F","11th","Yes","35","Today","Yes","Yes","Yes","Yes","2","Today","Yes","No","No","Sometimes"
"1663",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1664",2016,"M","11th","Yes","75","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"1665",2016,"F","11th","Yes","15","Last 7 Days","Yes","Yes","Yes","Yes","2","Today","Yes","No","Yes","Sometimes"
"1666",2016,"M","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"1667",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1668",2016,"M","11th","Yes","35","Today","Yes","Yes","Yes","Yes","4","Today","Yes","Yes","No","Rarely"
"1669",2016,"M","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","Yes","No","Never"
"1670",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1671",2016,"F","11th","Yes","15","Last Month","Yes","No","No","No","1","Today","No","No","No","Never"
"1672",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1673",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1674",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1675",2016,"F","10th","Yes","75","Last Month","Yes","Yes","Yes","Yes","8","Last Year","Yes","Yes","Yes","Rarely"
"1676",2016,"","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"1677",2016,"M","10th","Yes","15","Last Month","Yes","Yes","Yes","No","1","Today","No","No","No","Never"
"1678",2016,"M","10th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1679",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1680",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1681",2016,"M","11th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Always"
"1682",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1683",2016,"F","11th","Yes","75","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"1684",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1685",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1686",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1687",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1688",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1689",2016,"M","10th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1690",2016,"M","11th","Yes","15","Today","Yes","No","No","Yes","2","Today","Yes","No","No","Never"
"1691",2016,"F","11th","Yes","35","Last Month","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"1692",2016,"F","11th","Yes","75","Today","Yes","Yes","Yes","Yes","4","Today","Yes","Yes","Yes","Rarely"
"1693",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1694",2016,"M","11th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1695",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1696",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1697",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1698",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1699",2016,"M","11th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"1700",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1701",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"1702",2016,"F","11th","Yes","75","Today","No","No","No","Yes","1","Today","No","No","No","Rarely"
"1703",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1704",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"1705",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1706",2016,"F","10th","Yes","75","Last 7 Days","Yes","Yes","Yes","No","2","Last Year","Yes","Yes","Yes","Sometimes"
"1707",2016,"M","10th","Yes","75","Today","Yes","Yes","Yes","Yes","5","Last 7 Days","Yes","Yes","No","Rarely"
"1708",2016,"F","10th","No","1","Today","Yes","No","No","Yes","7","Last Month","Yes","Yes","No","Most of the time"
"1709",2016,"F","10th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"1710",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"1711",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1712",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1713",2016,"F","10th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"1714",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","Yes","Rarely"
"1715",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1716",2016,"F","10th","No","1","Today","No","No","No","Yes","6","Today","Yes","No","Yes","Rarely"
"1717",2016,"F","10th","No","1","Today","Yes","Yes","No","No","1","Today","No","No","No","Sometimes"
"1718",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"1719",2016,"F","10th","No","1","Today","No","No","No","Yes","2","Today","Yes","No","No","Sometimes"
"1720",2016,"M","10th","Yes","15","Today","Yes","No","No","Yes","5","Today","Yes","Yes","No","Never"
"1721",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1722",2016,"M","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","Yes","No","Rarely"
"1723",2016,"M","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"1724",2016,"F","11th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"1725",2016,"M","10th","","1","Today","No","No","No","No","1","Today","No","No","No",""
"1726",2016,"M","10th","Yes","15","Today","Yes","Yes","Yes","No","1","Today","No","No","Yes","Sometimes"
"1727",2016,"M","11th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"1728",2016,"M","11th","Yes","35","Last Month","Yes","Yes","Yes","Yes","2","Today","Yes","No","No","Sometimes"
"1729",2016,"M","11th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Never"
"1730",2016,"F","11th","No","","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1731",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1732",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1733",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"1734",2016,"F","11th","Yes","15","Today","Yes","No","No","Yes","3","Today","Yes","No","No","Sometimes"
"1735",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1736",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1737",2016,"M","11th","Yes","35","Today","Yes","No","No","No","1","Today","Yes","No","No","Most of the time"
"1738",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1739",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1740",2016,"F","11th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1741",2016,"F","11th","No","1","Today","No","No","No","Yes","4","Today","Yes","No","No","Sometimes"
"1742",2016,"F","11th","Yes","75","Last 7 Days","Yes","No","Yes","Yes","4","Today","Yes","Yes","No","Rarely"
"1743",2016,"F","11th","Yes","15","Today","Yes","No","No","Yes","2","Today","No","No","No","Rarely"
"1744",2016,"F","11th","Yes","15","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Sometimes"
"1745",2016,"F","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"1746",2016,"M","11th","Yes","100","Last Year","Yes","Yes","Yes","Yes","3","Today","No","Yes","No","Rarely"
"1747",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1748",2016,"F","11th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","Sometimes"
"1749",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1750",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1751",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1752",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1753",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1754",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"1755",2016,"F","9th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"1756",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"1757",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1758",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1759",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1760",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1761",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1762",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1763",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1764",2016,"F","9th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Rarely"
"1765",2016,"F","9th","No","1","Today","No","Yes","No","No","1","Today","No","No","No","Rarely"
"1766",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1767",2016,"F","11th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1768",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1769",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1770",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1771",2016,"M","11th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1772",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1773",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1774",2016,"F","11th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"1775",2016,"M","9th","Yes","35","Today","Yes","Yes","Yes","Yes","2","Today","Yes","No","No","Sometimes"
"1776",2016,"F","9th","No","1","Today","Yes","No","Yes","No","1","Today","Yes","No","Yes","Rarely"
"1777",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"1778",2016,"F","9th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"1779",2016,"M","9th","Yes","35","Last Month","Yes","Yes","Yes","Yes","2","Last 7 Days","Yes","No","No","Rarely"
"1780",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1781",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1782",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1783",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1784",2016,"M","9th","Yes","15","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Rarely"
"1785",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1786",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1787",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1788",2016,"F","9th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1789",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"1790",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1791",2016,"M","6th","No","75","Last 7 Days","Yes","Yes","Yes","No","8","5 Years Ago","Yes","Yes","No","I do not use the internet"
"1792",2016,"M","9th","No","75","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"1793",2016,"F","9th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Rarely"
"1794",2016,"F","9th","No","1","Today","Yes","Yes","No","No","1","Today","Yes","No","No","Never"
"1795",2016,"F","9th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"1796",2016,"M","9th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"1797",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1798",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"1799",2016,"M","9th","Yes","75","Last 7 Days","Yes","No","No","No","1","Today","No","No","No","Never"
"1800",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1801",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1802",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1803",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1804",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1805",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1806",2016,"M","9th","Yes","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"1807",2016,"F","9th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"1808",2016,"F","9th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","I do not use the internet"
"1809",2016,"F","9th","Yes","7","Today","Yes","Yes","Yes","Yes","4","Today","Yes","No","Yes","Sometimes"
"1810",2016,"M","9th","Yes","15","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Rarely"
"1811",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1812",2016,"F","9th","Yes","75","Today","No","No","Yes","Yes","2","Today","No","No","No","Sometimes"
"1813",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1814",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"1815",2016,"M","9th","Yes","75","Today","Yes","Yes","Yes","No","1","Today","No","No","No","Sometimes"
"1816",2016,"F","9th","Yes","75","","Yes","Yes","Yes","No","1","Today","No","No","No","Sometimes"
"1817",2016,"F","9th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"1818",2016,"F","9th","Yes","15","Today","Yes","Yes","Yes","Yes","2","Today","Yes","No","No","Rarely"
"1819",2016,"F","9th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","Yes","No","Sometimes"
"1820",2016,"F","11th","No","1","Today","","No","No","No","1","Today","No","No","No","Rarely"
"1821",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1822",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1823",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1824",2016,"M","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"1825",2016,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1826",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1827",2016,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1828",2016,"M","9th","Yes","75","Last 6 Months","Yes","Yes","Yes","Yes","3","Today","Yes","Yes","No","Sometimes"
"1829",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"1830",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1831",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1832",2016,"F","9th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1833",2016,"F","12th","Yes","15","Last 7 Days","Yes","Yes","Yes","No","1","Today","No","No","No","Sometimes"
"1834",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"1835",2016,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1836",2016,"M","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Never"
"1837",2016,"F","12th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"1838",2016,"F","12th","No","1","Today","","No","No","No","1","Today","No","No","No","Rarely"
"1839",2016,"F","12th","No","1","Today","No","No","","No","1","Today","No","No","No","Sometimes"
"1840",2016,"M","12th","No","1","Today","Yes","No","No","Yes","2","Today","No","No","No","Rarely"
"1841",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1842",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Never"
"1843",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"1844",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
