"","Year","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"1",2021,"M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Never"
"2",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Sometimes"
"3",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","I do not use the internet","I do not use the internet"
"4",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Rarely"
"5",2021,"M","6th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Rarely"
"7",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No",NA,NA,NA,"Strongly Agree","Sometimes","Rarely"
"8",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Disagree","Never","Rarely"
"9",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Rarely"
"10",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Never"
"11",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"12",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"13",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"14",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Rarely"
"15",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Sometimes"
"16",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"17",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"18",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"19",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"No","Yes","No","Yes",NA,NA,"Agree","Most of the time","Sometimes"
"20",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"21",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"22",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"23",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"24",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Never"
"25",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Rarely"
"26",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"27",2021,"F","7th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"28",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"29",2021,"F","7th","No",NA,NA,"Yes","No","No","Yes","0",NA,NA,NA,"Yes",NA,NA,"Agree","Rarely","Rarely"
"30",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"31",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Rarely"
"32",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"33",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"34",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"35",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Disagree","I do not use the internet","I do not use the internet"
"36",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Most of the time","Never"
"37",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Never"
"38",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"39",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"40",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Always","Most of the time"
"41",2021,"2","8th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"42",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"43",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Never"
"44",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"45",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"46",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Most of the time"
"47",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"48",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Always","Most of the time"
"49",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Most of the time","Most of the time"
"50",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","Yes",NA,NA,NA,"Rarely","Rarely"
"51",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,NA,"Never",NA
"52",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,NA,"Never","Rarely"
"53",2021,NA,"11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Rarely"
"54",2021,"M","6th","Yes",NA,NA,NA,NA,NA,"No",NA,"Yes","Yes","No","Yes",NA,NA,"Agree","Most of the time","Rarely"
"55",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"56",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Disagree","Rarely","Most of the time"
"57",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Most of the time"
"58",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Rarely"
"59",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes",NA
"60",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No",NA,NA,NA,NA,NA,NA
"61",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No",NA,NA,NA,NA,NA,NA
"62",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Most of the time","Rarely"
"63",2021,"M","6th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"64",2021,"M","6th","No",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","I do not use the internet","I do not use the internet"
"66",2021,"M","6th","No",NA,NA,"Yes","Yes","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Never","Never"
"67",2021,"M","6th","No",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,NA,NA,NA
"69",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No",NA,NA,NA,NA,NA,NA
"70",2021,"M","6th","No",NA,NA,"Yes","No",NA,"No",NA,"No","No",NA,"No",NA,NA,NA,NA,NA
"71",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,NA,NA,NA
"72",2021,"M","6th","No",NA,NA,NA,NA,"Yes","No",NA,"No","No","No","No",NA,NA,NA,NA,"Never"
"73",2021,"M","6th","Yes","0","5 Years Ago",NA,NA,NA,"No",NA,"No","No","No",NA,NA,NA,NA,NA,NA
"74",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Disagree","Sometimes","Never"
"75",2021,"M","6th","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2021,"M","6th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Sometimes"
"78",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"79",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Agree","Rarely","Never"
"80",2021,"F","7th","Yes","0","Last Year",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Agree","Rarely","Rarely"
"81",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"82",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"83",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Rarely"
"84",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"85",2021,"2",NA,"No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"86",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,NA,NA,NA
"87",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No",NA,NA,NA,NA,NA,NA
"88",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Disagree",NA,NA
"89",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No",NA,"Yes",NA,NA,"Strongly Agree",NA,NA
"90",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Disagree","Rarely","Sometimes"
"91",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Disagree","Never","Rarely"
"92",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Sometimes"
"93",2021,"F","7th","No",NA,NA,"Yes","Yes","Yes","No",NA,"No","No","No",NA,"No","No",NA,NA,NA
"94",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree",NA,NA
"95",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,NA,NA,NA
"96",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,NA,NA,NA
"97",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree",NA,NA
"98",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never",NA
"99",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,NA,"Rarely","Rarely"
"100",2021,"F","7th","No",NA,NA,"Yes","Yes","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Rarely","Never"
"101",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,NA,NA,NA
"102",2021,"2","8th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"103",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree",NA,"Never"
"104",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Never","Never"
"105",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Never"
"106",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Never",NA
"107",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,NA,NA,NA
"108",2021,"2","8th","Yes","2","Last Month",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","Yes","Yes","Agree","Sometimes","Rarely"
"109",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Most of the time"
"110",2021,"1","8th","No",NA,NA,"Yes","Yes","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"111",2021,"1","8th","Yes","0","Last Year",NA,NA,NA,"Yes","2",NA,NA,NA,"Not Sure","No","Yes","Disagree","Most of the time",NA
"112",2021,"1","8th","Yes","30","Last Month",NA,NA,NA,"No",NA,"No","No","No","Yes","No","No","Disagree","Most of the time",NA
"113",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"114",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree",NA,NA
"115",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,NA,NA,NA
"116",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"117",2021,"1","8th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,NA,NA,NA
"118",2021,"2","8th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"119",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree",NA,"Always"
"120",2021,"2","8th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2021,"2","8th","Yes","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2021,"1","9th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Yes","No",NA,"Agree","Sometimes","Sometimes"
"123",2021,"2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Never"
"124",2021,"2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Most of the time","Most of the time"
"125",2021,"2","9th","No",NA,NA,"Yes","Yes","No","No",NA,"Yes","Yes","No","Yes",NA,NA,"Disagree","Rarely","Never"
"126",2021,"1","9th","No",NA,NA,"No","No","No","Yes","0",NA,NA,NA,"Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"127",2021,"2","9th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"128",2021,"2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"129",2021,"1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","I do not use the internet"
"130",2021,"1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Rarely","Sometimes"
"131",2021,"2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","Most of the time","Never"
"132",2021,"2","11th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Never"
"133",2021,"2","11th","No",NA,NA,"Yes","No","Yes","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"134",2021,"1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"135",2021,"2","11th","No",NA,NA,"Yes","No","No","Yes","0",NA,NA,NA,"No",NA,NA,"Agree","Sometimes","Sometimes"
"136",2021,"1","11th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"Yes","No","No",NA,NA,NA,NA,NA,NA
"137",2021,"2","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Most of the time","Most of the time"
"138",2021,"2","11th","No",NA,NA,"Yes","Yes","Yes","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Most of the time","Sometimes"
"139",2021,"1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"140",2021,"1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Rarely","Rarely"
"141",2021,"1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Always"
"142",2021,"2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Rarely","Rarely"
"143",2021,"1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"144",2021,"1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"145",2021,"1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Sometimes","Rarely"
"146",2021,"2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No",NA,"No","No",NA,NA,NA
"147",2021,"2","12th","No",NA,NA,"Yes","No","Yes","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Sometimes"
"148",2021,"2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Always","Always"
"149",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Sometimes"
"150",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"151",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"152",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Most of the time"
"153",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"154",2021,"M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Most of the time"
"155",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"156",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Rarely"
"157",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"158",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"159",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Most of the time","Most of the time"
"160",2021,"M","6th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"161",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"162",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"163",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"164",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"165",2021,"M","6th","Yes","0",NA,NA,NA,NA,"No",NA,"Yes","No","No","Not Sure",NA,NA,"Agree","Never","Never"
"166",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Disagree","Sometimes","Sometimes"
"167",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Rarely"
"168",2021,"M","6th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Most of the time"
"169",2021,"M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Sometimes"
"170",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Not Sure",NA,NA,"Agree","Sometimes","Sometimes"
"171",2021,"F","7th","No",NA,NA,"Yes","Yes","No","No",NA,"Yes","Yes","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"172",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Most of the time","Always"
"173",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Agree","Never","Never"
"174",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"175",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"176",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Most of the time"
"177",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"178",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Sometimes"
"179",2021,"F","7th","No",NA,NA,"Yes","No","Yes","Yes","0",NA,NA,NA,"Yes",NA,NA,"Disagree","Rarely","Rarely"
"180",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"181",2021,"F","7th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No",NA,"No","No","Strongly Agree","Never","Sometimes"
"182",2021,"F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"183",2021,"1","Unplaced","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","Sometimes","Never"
"184",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Sometimes"
"185",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"186",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"187",2021,"1","8th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Never"
"188",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"189",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"190",2021,"2","8th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"Yes","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"191",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Never"
"192",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"193",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"194",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Most of the time","Rarely"
"195",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"196",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"197",2021,"2","8th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"198",2021,"2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"199",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"200",2021,"1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"201",2021,"1","9th","Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"Yes",NA,NA,"Agree","Always","Most of the time"
"202",2021,"2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"203",2021,"2","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","I do not use the internet","Never"
"204",2021,"1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Disagree",NA,NA
"205",2021,"2","9th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"206",2021,"1","9th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Never"
