"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"1",2,1,2,NA,NA,2,3,4,2,NA,2,3,4,3,NA,NA,1,3,2
"2",1,1,2,NA,NA,4,3,4,2,NA,4,4,4,1,NA,NA,2,3,4
"3",2,1,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,1,1,1
"4",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,2,3,3
"5",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,3
"7",2,1,2,NA,NA,3,3,4,2,NA,3,3,4,NA,NA,NA,1,4,3
"8",2,1,2,NA,NA,3,4,4,2,NA,2,4,3,1,NA,NA,3,2,3
"9",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,3
"10",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,2
"11",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"12",2,1,2,NA,NA,4,4,3,2,NA,4,3,4,1,NA,NA,2,3,3
"13",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"14",2,1,2,NA,NA,4,3,4,2,NA,4,4,4,3,NA,NA,1,4,3
"15",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,3,4
"16",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,2,2
"17",2,1,2,NA,NA,3,3,3,2,NA,2,3,3,1,NA,NA,1,3,3
"18",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"19",2,2,2,NA,NA,2,3,4,2,NA,4,2,4,1,NA,NA,2,5,4
"20",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,3
"21",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"22",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"23",1,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"24",2,2,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,1,3,2
"25",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,3
"26",2,2,2,NA,NA,3,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"27",1,2,1,0,6,NA,NA,NA,2,NA,4,4,4,3,NA,NA,1,3,3
"28",2,2,2,NA,NA,3,4,4,2,NA,3,4,4,2,NA,NA,2,3,3
"29",2,2,2,NA,NA,1,3,3,1,0,NA,NA,NA,1,NA,NA,2,3,3
"30",1,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,2
"31",2,2,2,NA,NA,3,3,4,2,NA,4,3,4,1,NA,NA,2,2,3
"32",2,2,2,NA,NA,3,3,4,2,NA,3,4,4,1,NA,NA,1,2,2
"33",2,2,2,NA,NA,2,3,3,2,NA,2,3,3,1,NA,NA,2,3,2
"34",1,3,2,NA,NA,3,3,3,2,NA,3,3,3,1,NA,NA,2,4,3
"35",1,3,2,NA,NA,4,4,4,2,NA,3,3,3,2,NA,NA,3,1,1
"36",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,5,2
"37",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,3,2
"38",1,3,2,NA,NA,3,4,3,2,NA,4,3,3,1,NA,NA,2,4,4
"39",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"40",2,3,2,NA,NA,3,3,3,2,NA,3,3,3,1,NA,NA,3,6,5
"41",2,3,2,NA,NA,2,4,4,2,NA,2,4,4,2,NA,NA,2,3,3
"42",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"43",2,3,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,2,4,2
"44",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"45",2,3,2,NA,NA,3,3,4,2,NA,3,3,3,1,NA,NA,2,3,2
"46",2,3,2,NA,NA,3,3,3,2,NA,3,4,4,3,NA,NA,2,3,5
"47",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"48",1,3,2,NA,NA,4,4,4,2,NA,4,3,4,1,NA,NA,1,6,5
"49",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,5,5
"50",1,1,2,NA,NA,3,3,4,2,NA,2,3,4,1,NA,NA,NA,3,3
"51",2,1,2,NA,NA,4,3,4,2,NA,3,3,4,2,NA,NA,NA,2,NA
"52",2,1,2,NA,NA,3,4,4,2,NA,4,4,4,3,NA,NA,NA,2,3
"53",NA,6,2,NA,NA,4,3,3,2,NA,4,3,3,2,NA,NA,2,2,3
"54",1,1,1,NA,NA,NA,NA,NA,2,NA,2,2,3,1,NA,NA,2,5,3
"55",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,3,3
"56",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,4,3,5
"57",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,5
"58",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,3
"59",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,NA
"60",2,1,2,NA,NA,4,3,4,2,NA,4,3,4,NA,NA,NA,NA,NA,NA
"61",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,NA,NA,NA,NA,NA,NA
"62",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,5,3
"63",1,1,2,NA,NA,2,3,4,2,NA,4,4,4,1,NA,NA,1,3,2
"64",1,1,2,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,1,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,1,1
"66",2,1,2,NA,NA,1,2,3,2,NA,4,4,4,1,NA,NA,3,2,2
"67",1,1,2,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,NA,NA,NA
"69",1,1,2,NA,NA,3,4,4,2,NA,2,4,4,NA,NA,NA,NA,NA,NA
"70",1,1,2,NA,NA,2,3,NA,2,NA,4,4,NA,2,NA,NA,NA,NA,NA
"71",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,NA,NA,NA
"72",1,1,2,NA,NA,NA,NA,2,2,NA,4,3,4,2,NA,NA,NA,NA,2
"73",1,1,1,0,7,NA,NA,NA,2,NA,4,3,3,NA,NA,NA,NA,NA,NA
"74",2,1,2,NA,NA,3,4,3,2,NA,3,3,3,1,NA,NA,4,4,2
"75",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,2,4
"78",1,2,2,NA,NA,3,3,3,2,NA,4,4,4,3,NA,NA,1,3,3
"79",2,2,2,NA,NA,2,3,4,2,NA,2,4,4,2,NA,NA,2,3,2
"80",1,2,1,0,5,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,2,3,3
"81",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"82",2,2,2,NA,NA,3,4,4,2,NA,4,4,4,3,NA,NA,1,4,4
"83",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,3
"84",2,2,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"85",2,NA,2,NA,NA,2,4,4,2,NA,2,4,4,1,NA,NA,2,4,4
"86",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,NA,NA,NA
"87",2,2,2,NA,NA,2,3,4,2,NA,4,4,4,NA,NA,NA,NA,NA,NA
"88",2,2,2,NA,NA,3,3,4,2,NA,4,4,4,2,NA,NA,3,NA,NA
"89",1,2,2,NA,NA,4,4,4,2,NA,4,4,NA,1,NA,NA,1,NA,NA
"90",1,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,4,3,4
"91",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,4,2,3
"92",1,2,2,NA,NA,3,4,4,2,NA,3,3,4,1,NA,NA,1,3,4
"93",2,2,2,NA,NA,2,1,2,2,NA,4,4,4,NA,2,5,NA,NA,NA
"94",1,2,2,NA,NA,4,3,4,2,NA,4,3,3,2,NA,NA,1,NA,NA
"95",1,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,NA,NA,NA
"96",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,NA,NA,NA
"97",1,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,NA,NA
"98",1,2,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,2,2,NA
"99",2,2,2,NA,NA,2,4,4,2,NA,1,4,4,1,NA,NA,NA,3,3
"100",2,2,2,NA,NA,2,2,4,2,NA,4,4,4,1,NA,NA,3,3,2
"101",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,NA,NA,NA
"102",2,3,2,NA,NA,2,4,4,2,NA,3,4,4,1,NA,NA,1,2,2
"103",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,NA,2
"104",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,3,2,2
"105",1,3,2,NA,NA,3,3,3,2,NA,4,4,4,1,NA,NA,1,4,2
"106",1,3,2,NA,NA,3,3,3,2,NA,4,4,4,3,NA,NA,2,2,NA
"107",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,NA,NA,NA
"108",2,3,1,2,3,NA,NA,NA,1,0,NA,NA,NA,1,1,1,2,4,3
"109",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,5
"110",1,3,2,NA,NA,2,2,4,2,NA,4,4,4,1,NA,NA,2,3,2
"111",1,3,1,0,5,NA,NA,NA,1,2,NA,NA,NA,3,2,4,3,5,NA
"112",1,3,1,30,3,NA,NA,NA,2,NA,3,3,3,1,2,5,3,5,NA
"113",2,3,2,NA,NA,3,3,3,2,NA,4,4,4,1,NA,NA,2,3,3
"114",1,3,2,NA,NA,4,3,4,2,NA,4,4,4,1,NA,NA,2,NA,NA
"115",2,3,2,NA,NA,3,3,3,2,NA,4,4,4,1,NA,NA,NA,NA,NA
"116",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,2,2
"117",1,3,2,NA,NA,2,3,4,2,NA,3,4,4,1,NA,NA,NA,NA,NA
"118",2,3,2,NA,NA,1,4,4,2,NA,1,4,4,1,NA,NA,1,2,2
"119",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,NA,6
"120",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",1,4,1,0,6,NA,NA,NA,2,NA,4,4,4,1,2,NA,2,4,4
"123",2,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,3,2
"124",2,4,2,NA,NA,4,4,4,2,NA,3,4,4,3,NA,NA,1,5,5
"125",2,4,2,NA,NA,1,2,4,2,NA,2,2,4,1,NA,NA,3,3,2
"126",1,4,2,NA,NA,4,4,4,1,0,NA,NA,NA,3,NA,NA,1,3,3
"127",2,4,2,NA,NA,2,4,4,2,NA,2,4,4,1,NA,NA,1,3,3
"128",2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,2,2
"129",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,1
"130",1,4,2,NA,NA,4,3,4,2,NA,4,4,4,1,NA,NA,3,3,4
"131",2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,5,2
"132",2,6,2,NA,NA,2,3,4,2,NA,4,4,4,3,NA,NA,1,3,2
"133",2,6,2,NA,NA,1,3,2,2,NA,4,4,4,1,NA,NA,2,3,2
"134",1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,4
"135",2,6,2,NA,NA,2,4,4,1,0,NA,NA,NA,2,NA,NA,2,4,4
"136",1,6,1,0,6,NA,NA,NA,2,NA,2,4,4,NA,NA,NA,NA,NA,NA
"137",2,6,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,5,5
"138",2,6,2,NA,NA,2,2,2,2,NA,4,4,4,1,NA,NA,3,5,4
"139",1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,3
"140",1,5,2,NA,NA,3,3,3,2,NA,4,4,4,1,NA,NA,3,3,3
"141",1,5,2,NA,NA,4,3,4,2,NA,4,4,4,1,NA,NA,1,3,6
"142",2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,3,3,3
"143",1,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,2,2
"144",1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,3
"145",1,7,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,2,4,3
"146",2,7,2,NA,NA,4,4,4,2,NA,4,4,4,NA,2,5,NA,NA,NA
"147",2,7,2,NA,NA,2,3,2,2,NA,4,4,4,2,NA,NA,2,4,4
"148",2,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,6,6
"149",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,4
"150",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"151",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"152",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,5
"153",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"154",2,1,2,NA,NA,1,4,4,2,NA,1,4,4,3,NA,NA,1,3,5
"155",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"156",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,3
"157",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,4
"158",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"159",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,5,5
"160",1,1,2,NA,NA,1,4,4,2,NA,4,4,4,1,NA,NA,2,2,2
"161",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,2,2
"162",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"163",1,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,4
"164",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"165",1,1,1,0,NA,NA,NA,NA,2,NA,2,4,4,3,NA,NA,2,2,2
"166",2,1,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,4,4,4
"167",2,1,2,NA,NA,3,4,4,2,NA,4,4,4,3,NA,NA,2,3,3
"168",1,1,2,NA,NA,1,4,4,2,NA,3,4,4,1,NA,NA,2,4,5
"169",1,1,2,NA,NA,4,3,4,2,NA,3,4,4,2,NA,NA,1,2,4
"170",2,2,2,NA,NA,2,4,4,2,NA,2,4,4,3,NA,NA,2,4,4
"171",1,2,2,NA,NA,1,2,4,2,NA,1,2,4,3,NA,NA,1,2,2
"172",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,5,6
"173",2,2,2,NA,NA,2,3,3,2,NA,2,3,3,1,NA,NA,2,2,2
"174",2,2,2,NA,NA,3,3,4,2,NA,2,4,4,2,NA,NA,2,3,3
"175",2,2,2,NA,NA,4,4,4,2,NA,3,4,4,3,NA,NA,1,3,3
"176",2,2,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,5
"177",1,2,2,NA,NA,2,3,3,2,NA,4,4,4,1,NA,NA,2,3,3
"178",2,2,2,NA,NA,4,4,4,2,NA,2,4,4,3,NA,NA,1,3,4
"179",2,2,2,NA,NA,2,4,2,1,0,NA,NA,NA,1,NA,NA,3,3,3
"180",1,2,2,NA,NA,3,4,3,2,NA,3,4,3,1,NA,NA,1,4,3
"181",1,2,2,NA,NA,2,4,3,2,NA,4,4,4,NA,2,5,1,2,4
"182",1,2,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,3
"183",1,8,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,4,2
"184",2,3,2,NA,NA,4,4,3,2,NA,3,3,4,1,NA,NA,1,3,4
"185",1,3,2,NA,NA,4,3,4,2,NA,4,4,4,1,NA,NA,1,3,3
"186",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,3
"187",1,3,2,NA,NA,2,4,4,2,NA,4,4,4,2,NA,NA,1,3,2
"188",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"189",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"190",2,3,1,0,4,NA,NA,NA,2,NA,2,3,3,1,NA,NA,2,4,3
"191",1,3,2,NA,NA,3,4,4,2,NA,4,4,4,3,NA,NA,1,3,2
"192",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"193",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"194",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,5,3
"195",1,3,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"196",2,3,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,2,2
"197",2,3,2,NA,NA,2,4,3,2,NA,4,4,4,1,NA,NA,2,3,2
"198",2,3,2,NA,NA,3,4,3,2,NA,3,4,3,1,NA,NA,2,3,3
"199",1,3,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"200",1,3,2,NA,NA,4,3,4,2,NA,4,4,4,1,NA,NA,1,3,3
"201",1,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,6,5
"202",2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"203",2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,1,2
"204",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,3,NA,NA
"205",2,4,2,NA,NA,2,4,3,2,NA,1,4,4,2,NA,NA,1,4,4
"206",1,4,2,NA,NA,3,3,3,2,NA,3,3,4,2,NA,NA,2,4,2
"207",1,4,1,20,2,NA,NA,NA,1,1,NA,NA,NA,1,2,1,2,3,3
"208",2,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,3,3
"209",2,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,2,1
"210",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"211",1,4,2,NA,NA,4,4,4,2,NA,4,4,3,2,NA,NA,3,NA,2
"212",1,4,1,0,4,NA,NA,NA,2,NA,4,4,4,1,NA,NA,3,6,4
"213",1,4,2,NA,NA,3,3,2,2,NA,4,4,4,2,NA,NA,2,3,3
"214",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,2
"215",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,4,3,1
"216",1,4,1,NA,NA,NA,NA,NA,2,NA,4,4,4,2,NA,NA,1,6,2
"217",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,3
"218",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,2
"219",1,4,2,NA,NA,4,4,4,2,NA,3,4,4,2,NA,NA,1,3,2
"220",2,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,5
"221",1,4,2,NA,NA,1,4,4,2,NA,4,4,4,NA,NA,NA,1,3,3
"222",2,4,1,1,3,NA,NA,NA,1,1,NA,NA,NA,2,2,1,3,6,5
"223",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,3,NA,2
"224",2,4,1,15,2,NA,NA,NA,1,1,NA,NA,NA,1,1,4,2,2,4
"225",1,4,1,6,NA,NA,NA,NA,1,0,NA,NA,NA,3,2,NA,3,4,4
"226",1,4,1,0,6,NA,NA,NA,2,NA,4,4,4,1,NA,NA,2,4,2
"227",2,4,2,NA,NA,2,4,4,2,NA,2,4,4,1,NA,NA,1,5,5
"228",2,4,2,NA,NA,4,4,4,2,NA,3,4,4,1,NA,NA,1,2,2
"229",1,4,1,0,6,NA,NA,NA,2,NA,1,4,3,2,2,5,2,4,4
"230",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,3,3
"231",1,4,2,NA,NA,3,4,4,2,NA,4,4,4,3,NA,NA,2,4,4
"232",2,8,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,2,2
"233",1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,4
"234",2,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,2
"235",2,5,1,0,4,NA,NA,NA,2,NA,3,4,3,1,NA,NA,2,2,5
"236",1,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,2,3,3
"237",2,5,1,0,6,NA,NA,NA,2,NA,4,4,4,1,NA,NA,1,3,4
"238",2,5,1,2,2,NA,NA,NA,2,NA,4,3,4,1,2,1,1,5,4
"239",2,5,1,0,6,NA,NA,NA,2,NA,4,4,4,1,NA,NA,1,3,2
"240",1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,5
"241",1,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"242",1,5,2,NA,NA,4,3,3,2,NA,4,4,4,1,NA,NA,2,3,4
"243",2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,4
"244",1,5,2,NA,NA,2,3,2,2,NA,2,3,3,2,NA,NA,1,3,3
"245",2,5,2,NA,NA,4,4,4,2,NA,4,4,4,2,NA,NA,1,3,2
"246",2,5,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,5,4
"247",2,5,2,NA,NA,2,4,4,2,NA,4,4,4,2,NA,NA,3,2,3
"248",1,5,2,NA,NA,3,4,4,2,NA,4,4,4,2,NA,NA,1,3,2
"249",1,5,1,1,2,NA,NA,NA,2,NA,4,4,4,1,2,1,1,2,2
"250",2,6,2,NA,NA,4,4,4,2,NA,1,4,4,1,NA,NA,1,3,3
"251",1,6,2,NA,NA,3,4,3,2,NA,3,3,3,2,NA,NA,2,5,3
"252",2,5,1,1,2,NA,NA,NA,2,NA,4,4,4,2,2,NA,2,4,4
"253",2,5,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,1,4,4
"254",1,6,2,NA,NA,3,3,3,2,NA,4,4,4,1,NA,NA,2,4,3
"255",1,6,2,NA,NA,3,2,3,2,NA,4,4,4,1,NA,NA,3,4,2
"256",1,6,2,NA,NA,2,4,4,2,NA,4,4,4,1,NA,NA,1,3,2
"257",1,6,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,4,NA,NA
"258",1,6,2,NA,NA,4,3,3,2,NA,4,3,3,3,NA,NA,2,2,3
"259",1,6,1,10,2,NA,NA,NA,2,NA,4,4,4,1,2,NA,1,2,NA
"260",1,6,1,12,1,NA,NA,NA,1,30,NA,NA,NA,2,2,1,NA,4,NA
"261",1,6,2,NA,NA,2,4,4,2,NA,4,4,4,1,NA,NA,2,4,3
"262",1,6,1,24,2,NA,NA,NA,2,NA,4,4,4,1,1,2,2,5,NA
"263",1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,2,2
"264",1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,2,NA,1,6,2
"265",2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,5,2
"266",2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,4
"267",1,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,2,NA,4,4,2
"268",2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,2
"269",2,6,1,0,6,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"270",1,6,2,NA,NA,4,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"271",2,6,1,30,1,NA,NA,NA,1,0,NA,NA,NA,1,1,2,1,6,6
"272",2,6,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,4,3
"273",2,6,2,NA,NA,2,4,4,2,NA,4,4,4,2,NA,NA,2,2,2
"274",1,6,2,NA,NA,2,4,2,1,5,NA,NA,NA,1,1,4,2,4,4
"275",2,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,3,4
"276",2,7,1,0,4,NA,NA,NA,2,NA,4,4,4,2,NA,NA,1,2,2
"277",2,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,6,5
"278",1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,4,5
"279",1,7,1,0,6,NA,NA,NA,2,NA,4,4,4,3,NA,NA,1,4,3
"280",1,7,2,NA,NA,4,3,3,2,NA,4,4,4,1,NA,NA,1,2,2
"281",1,7,1,0,6,NA,NA,NA,1,0,NA,NA,NA,3,NA,NA,2,3,3
"282",2,7,1,0,6,NA,NA,NA,2,NA,1,4,4,2,NA,NA,1,2,2
"283",2,7,1,2,3,NA,NA,NA,2,NA,4,4,4,1,1,5,3,5,3
"284",2,7,1,17,2,NA,NA,NA,2,NA,4,4,3,3,1,4,1,4,4
"285",2,7,2,NA,NA,4,4,4,2,NA,4,4,4,3,1,1,2,2,2
"286",1,7,2,NA,NA,2,2,3,1,4,NA,NA,NA,1,2,1,1,3,2
"287",1,7,2,NA,NA,4,4,4,2,NA,4,4,4,3,NA,NA,2,3,2
"288",1,7,2,NA,NA,2,2,3,2,NA,3,3,4,3,NA,NA,4,5,6
"289",1,7,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,2,3,3
"290",1,7,1,15,1,NA,NA,NA,1,0,NA,NA,NA,2,2,5,3,1,2
"291",2,7,2,NA,NA,4,3,3,2,NA,4,4,4,1,NA,NA,1,4,3
"292",1,4,2,NA,NA,4,4,4,2,NA,4,4,4,1,NA,NA,1,5,NA
"293",1,4,1,0,5,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,2,4,NA
